"Organisation_Code","Specialty","Number_Of_Beds","Effective_Snapshot_Date"
"RDY",110,0,"2013-09-30"
"RDY",501,0,"2013-09-30"
"RDY",315,0,"2013-09-30"
"RDY",320,0,"2013-09-30"
"RDY",326,0,"2013-09-30"
"RDY",330,0,"2013-09-30"
"RDY",361,0,"2013-09-30"
"RDY",370,0,"2013-09-30"
"RDY",371,0,"2013-09-30"
"RDY",810,0,"2013-09-30"
"RDY",824,0,"2013-09-30"
"RDY",713,0,"2013-09-30"
"RDY",715,0,"2013-09-30"
"RDY",800,0,"2013-09-30"
"RDY",130,0,"2013-09-30"
"RDY",140,0,"2013-09-30"
"RDY",830,0,"2013-09-30"
"RDY",831,0,"2013-09-30"
"RDY",833,0,"2013-09-30"
"RDY",834,0,"2013-09-30"
"RDY",504,0,"2013-09-30"
"RDY",700,0,"2013-09-30"
"RDY",710,0,"2013-09-30"
"RDY",711,0,"2013-09-30"
"RDY",145,0,"2013-09-30"
"RDY",146,0,"2013-09-30"
"RDY",171,0,"2013-09-30"
"RDY",180,0,"2013-09-30"
"RDY",147,0,"2013-09-30"
"RDY",502,0,"2013-09-30"
"RDY",141,0,"2013-09-30"
"RDY",142,0,"2013-09-30"
"RDY",143,0,"2013-09-30"
"RDY",430,0,"2013-09-30"
"RDY",450,0,"2013-09-30"
"RDY",451,0,"2013-09-30"
"RDY",302,0,"2013-09-30"
"RDY",303,0,"2013-09-30"
"RDY",400,0,"2013-09-30"
"RDY",401,0,"2013-09-30"
"RDY",460,0,"2013-09-30"
"RDY",304,0,"2013-09-30"
"RDY",305,0,"2013-09-30"
"RDY",310,0,"2013-09-30"
"RDY",311,0,"2013-09-30"
"RDY",312,0,"2013-09-30"
"RDY",712,0,"2013-09-30"
"RDY",120,0,"2013-09-30"
"RDY",370,0,"2013-06-30"
"RDY",371,0,"2013-06-30"
"RDY",330,0,"2013-06-30"
"RDY",325,0,"2013-06-30"
"RDY",326,0,"2013-06-30"
"RDY",314,0,"2013-06-30"
"RDY",315,0,"2013-06-30"
"RDY",352,0,"2013-06-30"
"RDY",360,0,"2013-06-30"
"RDY",361,0,"2013-06-30"
"RDY",350,0,"2013-06-30"
"RDY",712,0,"2013-06-30"
"RDY",713,0,"2013-06-30"
"RDY",101,0,"2013-06-30"
"RDY",821,0,"2013-06-30"
"RDY",822,0,"2013-06-30"
"RDY",823,0,"2013-06-30"
"RDY",301,0,"2013-06-30"
"RDY",302,0,"2013-06-30"
"RDY",420,0,"2013-06-30"
"RDY",149,0,"2013-06-30"
"RDY",150,0,"2013-06-30"
"RDY",160,0,"2013-06-30"
"RDY",170,0,"2013-06-30"
"RDY",710,0,"2013-06-30"
"RDY",711,0,"2013-06-30"
"RDY",831,0,"2013-06-30"
"RDY",833,0,"2013-06-30"
"RDY",834,0,"2013-06-30"
"RDY",190,0,"2013-06-30"
"RDY",192,0,"2013-06-30"
"RDY",300,0,"2013-06-30"
"RDY",147,0,"2013-06-30"
"RDY",148,0,"2013-06-30"
"RDY",421,0,"2013-06-30"
"RDY",430,0,"2013-06-30"
"RDY",450,0,"2013-06-30"
"RDY",700,0,"2013-06-30"
"RDY",311,0,"2013-06-30"
"RDY",312,0,"2013-06-30"
"RDY",715,0,"2013-06-30"
"RDY",800,0,"2013-06-30"
"RDY",810,0,"2013-06-30"
"RDY",340,0,"2013-06-30"
"RDY",410,0,"2013-06-30"
"RDY",171,0,"2013-06-30"
"RDY",180,0,"2013-06-30"
"RDY",501,0,"2013-06-30"
"RDY",502,0,"2013-06-30"
"RDY",504,0,"2013-06-30"
"RDY",143,0,"2013-06-30"
"RDY",145,0,"2013-06-30"
"RDY",146,0,"2013-06-30"
"RDY",303,0,"2013-06-30"
"RDY",304,0,"2013-06-30"
"RDY",400,0,"2013-06-30"
"RDY",401,0,"2013-06-30"
"RDY",830,0,"2013-06-30"
"RDY",142,0,"2013-06-30"
"RDY",451,0,"2013-06-30"
"RDY",460,0,"2013-06-30"
"RDY",130,0,"2013-06-30"
"RDY",140,0,"2013-06-30"
"RDY",141,0,"2013-06-30"
"RDY",820,0,"2013-06-30"
"RDY",100,0,"2013-06-30"
"RDY",824,0,"2013-06-30"
"RDY",120,0,"2013-06-30"
"RDY",900,0,"2013-06-30"
"RDY",901,0,"2013-06-30"
"RDY",110,0,"2013-06-30"
"RDY",313,0,"2013-06-30"
"RDY",321,0,"2013-06-30"
"RDY",320,0,"2013-06-30"
"RDY",305,0,"2013-06-30"
"RDY",310,0,"2013-06-30"
"RDY",831,0,"2013-03-31"
"RDY",833,0,"2013-03-31"
"RDY",834,0,"2013-03-31"
"RDY",823,0,"2013-03-31"
"RDY",700,0,"2013-03-31"
"RDY",710,34.788889,"2013-03-31"
"RDY",711,0,"2013-03-31"
"RDY",712,0,"2013-03-31"
"RDY",504,0,"2013-03-31"
"RDY",330,0,"2013-03-31"
"RDY",352,0,"2013-03-31"
"RDY",360,0,"2013-03-31"
"RDY",400,0,"2013-03-31"
"RDY",401,0,"2013-03-31"
"RDY",900,0,"2013-03-31"
"RDY",901,0,"2013-03-31"
"RDY",321,0,"2013-03-31"
"RDY",325,0,"2013-03-31"
"RDY",160,0,"2013-03-31"
"RDY",171,0,"2013-03-31"
"RDY",180,0,"2013-03-31"
"RDY",430,0,"2013-03-31"
"RDY",450,0,"2013-03-31"
"RDY",451,0,"2013-03-31"
"RDY",460,0,"2013-03-31"
"RDY",301,0,"2013-03-31"
"RDY",302,0,"2013-03-31"
"RDY",303,0,"2013-03-31"
"RDY",147,0,"2013-03-31"
"RDY",148,0,"2013-03-31"
"RDY",145,0,"2013-03-31"
"RDY",146,0,"2013-03-31"
"RDY",320,0,"2013-03-31"
"RDY",311,0,"2013-03-31"
"RDY",312,0,"2013-03-31"
"RDY",371,0,"2013-03-31"
"RDY",100,0,"2013-03-31"
"RDY",713,0,"2013-03-31"
"RDY",715,30.477778,"2013-03-31"
"RDY",800,0,"2013-03-31"
"RDY",810,0,"2013-03-31"
"RDY",304,0,"2013-03-31"
"RDY",305,0,"2013-03-31"
"RDY",310,0,"2013-03-31"
"RDY",313,0,"2013-03-31"
"RDY",314,0,"2013-03-31"
"RDY",315,0,"2013-03-31"
"RDY",140,0,"2013-03-31"
"RDY",141,0,"2013-03-31"
"RDY",326,0,"2013-03-31"
"RDY",361,0,"2013-03-31"
"RDY",370,0,"2013-03-31"
"RDY",410,0,"2013-03-31"
"RDY",420,0,"2013-03-31"
"RDY",421,0,"2013-03-31"
"RDY",501,0,"2013-03-31"
"RDY",502,0,"2013-03-31"
"RDY",143,0,"2013-03-31"
"RDY",130,0,"2013-03-31"
"RDY",190,0,"2013-03-31"
"RDY",192,0,"2013-03-31"
"RDY",300,0,"2013-03-31"
"RDY",149,0,"2013-03-31"
"RDY",150,0,"2013-03-31"
"RDY",820,0,"2013-03-31"
"RDY",821,0,"2013-03-31"
"RDY",822,0,"2013-03-31"
"RDY",824,0,"2013-03-31"
"RDY",830,0,"2013-03-31"
"RDY",101,0,"2013-03-31"
"RDY",110,0,"2013-03-31"
"RDY",120,0,"2013-03-31"
"RDY",142,0,"2013-03-31"
"RDY",170,0,"2013-03-31"
"RDY",340,0,"2013-03-31"
"RDY",350,0,"2013-03-31"
"RDY",421,0,"2012-12-31"
"RDY",430,0,"2012-12-31"
"RDY",824,0,"2012-12-31"
"RDY",830,0,"2012-12-31"
"RDY",700,0,"2012-12-31"
"RDY",146,0,"2012-12-31"
"RDY",147,0,"2012-12-31"
"RDY",148,0,"2012-12-31"
"RDY",180,0,"2012-12-31"
"RDY",190,0,"2012-12-31"
"RDY",192,0,"2012-12-31"
"RDY",300,0,"2012-12-31"
"RDY",301,0,"2012-12-31"
"RDY",831,0,"2012-12-31"
"RDY",833,0,"2012-12-31"
"RDY",834,0,"2012-12-31"
"RDY",145,0,"2012-12-31"
"RDY",360,0,"2012-12-31"
"RDY",361,0,"2012-12-31"
"RDY",370,0,"2012-12-31"
"RDY",310,0,"2012-12-31"
"RDY",311,0,"2012-12-31"
"RDY",312,0,"2012-12-31"
"RDY",326,0,"2012-12-31"
"RDY",330,0,"2012-12-31"
"RDY",143,0,"2012-12-31"
"RDY",149,0,"2012-12-31"
"RDY",150,0,"2012-12-31"
"RDY",160,0,"2012-12-31"
"RDY",822,0,"2012-12-31"
"RDY",823,0,"2012-12-31"
"RDY",120,0,"2012-12-31"
"RDY",130,0,"2012-12-31"
"RDY",140,0,"2012-12-31"
"RDY",820,0,"2012-12-31"
"RDY",821,0,"2012-12-31"
"RDY",901,0,"2012-12-31"
"RDY",313,0,"2012-12-31"
"RDY",314,0,"2012-12-31"
"RDY",171,0,"2012-12-31"
"RDY",715,34.173913,"2012-12-31"
"RDY",800,0,"2012-12-31"
"RDY",810,0,"2012-12-31"
"RDY",710,49.119565,"2012-12-31"
"RDY",711,0,"2012-12-31"
"RDY",712,0,"2012-12-31"
"RDY",713,0,"2012-12-31"
"RDY",302,0,"2012-12-31"
"RDY",303,0,"2012-12-31"
"RDY",315,0,"2012-12-31"
"RDY",320,0,"2012-12-31"
"RDY",321,0,"2012-12-31"
"RDY",170,0,"2012-12-31"
"RDY",340,0,"2012-12-31"
"RDY",350,0,"2012-12-31"
"RDY",352,0,"2012-12-31"
"RDY",420,0,"2012-12-31"
"RDY",325,0,"2012-12-31"
"RDY",142,0,"2012-12-31"
"RDY",400,0,"2012-12-31"
"RDY",401,0,"2012-12-31"
"RDY",410,0,"2012-12-31"
"RDY",304,0,"2012-12-31"
"RDY",305,0,"2012-12-31"
"RDY",141,0,"2012-12-31"
"RDY",900,0,"2012-12-31"
"RDY",100,0,"2012-12-31"
"RDY",101,0,"2012-12-31"
"RDY",110,0,"2012-12-31"
"RDY",371,0,"2012-12-31"
"RDY",501,0,"2012-12-31"
"RDY",502,0,"2012-12-31"
"RDY",504,0,"2012-12-31"
"RDY",450,0,"2012-12-31"
"RDY",451,0,"2012-12-31"
"RDY",460,0,"2012-12-31"
"RDY",325,0,"2012-09-30"
"RDY",326,0,"2012-09-30"
"RDY",330,0,"2012-09-30"
"RDY",147,0,"2012-09-30"
"RDY",192,0,"2012-09-30"
"RDY",300,0,"2012-09-30"
"RDY",320,0,"2012-09-30"
"RDY",321,0,"2012-09-30"
"RDY",450,0,"2012-09-30"
"RDY",451,0,"2012-09-30"
"RDY",400,0,"2012-09-30"
"RDY",361,0,"2012-09-30"
"RDY",370,0,"2012-09-30"
"RDY",371,0,"2012-09-30"
"RDY",824,0,"2012-09-30"
"RDY",160,0,"2012-09-30"
"RDY",710,49.73913,"2012-09-30"
"RDY",822,0,"2012-09-30"
"RDY",823,0,"2012-09-30"
"RDY",715,30.836957,"2012-09-30"
"RDY",800,0,"2012-09-30"
"RDY",810,0,"2012-09-30"
"RDY",190,0,"2012-09-30"
"RDY",700,0,"2012-09-30"
"RDY",305,0,"2012-09-30"
"RDY",310,0,"2012-09-30"
"RDY",311,0,"2012-09-30"
"RDY",901,0,"2012-09-30"
"RDY",100,0,"2012-09-30"
"RDY",101,0,"2012-09-30"
"RDY",315,0,"2012-09-30"
"RDY",830,0,"2012-09-30"
"RDY",340,0,"2012-09-30"
"RDY",350,0,"2012-09-30"
"RDY",312,0,"2012-09-30"
"RDY",313,0,"2012-09-30"
"RDY",314,0,"2012-09-30"
"RDY",301,0,"2012-09-30"
"RDY",302,0,"2012-09-30"
"RDY",303,0,"2012-09-30"
"RDY",352,0,"2012-09-30"
"RDY",360,0,"2012-09-30"
"RDY",141,0,"2012-09-30"
"RDY",142,0,"2012-09-30"
"RDY",143,0,"2012-09-30"
"RDY",145,0,"2012-09-30"
"RDY",146,0,"2012-09-30"
"RDY",148,0,"2012-09-30"
"RDY",149,0,"2012-09-30"
"RDY",150,0,"2012-09-30"
"RDY",460,0,"2012-09-30"
"RDY",501,0,"2012-09-30"
"RDY",821,0,"2012-09-30"
"RDY",110,0,"2012-09-30"
"RDY",713,0,"2012-09-30"
"RDY",834,0,"2012-09-30"
"RDY",900,0,"2012-09-30"
"RDY",170,0,"2012-09-30"
"RDY",171,0,"2012-09-30"
"RDY",180,0,"2012-09-30"
"RDY",304,0,"2012-09-30"
"RDY",421,0,"2012-09-30"
"RDY",430,0,"2012-09-30"
"RDY",502,0,"2012-09-30"
"RDY",504,0,"2012-09-30"
"RDY",831,0,"2012-09-30"
"RDY",833,0,"2012-09-30"
"RDY",120,0,"2012-09-30"
"RDY",130,0,"2012-09-30"
"RDY",140,0,"2012-09-30"
"RDY",401,0,"2012-09-30"
"RDY",410,0,"2012-09-30"
"RDY",420,0,"2012-09-30"
"RDY",711,0,"2012-09-30"
"RDY",712,0,"2012-09-30"
"RDY",820,0,"2012-09-30"
"RDY",330,0,"2012-06-30"
"RDY",340,0,"2012-06-30"
"RDY",350,0,"2012-06-30"
"RDY",360,0,"2012-06-30"
"RDY",361,0,"2012-06-30"
"RDY",401,0,"2012-06-30"
"RDY",410,0,"2012-06-30"
"RDY",303,0,"2012-06-30"
"RDY",160,0,"2012-06-30"
"RDY",100,0,"2012-06-30"
"RDY",101,0,"2012-06-30"
"RDY",110,0,"2012-06-30"
"RDY",120,0,"2012-06-30"
"RDY",150,0,"2012-06-30"
"RDY",130,0,"2012-06-30"
"RDY",302,0,"2012-06-30"
"RDY",190,0,"2012-06-30"
"RDY",143,0,"2012-06-30"
"RDY",145,0,"2012-06-30"
"RDY",146,0,"2012-06-30"
"RDY",833,0,"2012-06-30"
"RDY",834,0,"2012-06-30"
"RDY",900,0,"2012-06-30"
"RDY",170,0,"2012-06-30"
"RDY",171,0,"2012-06-30"
"RDY",180,0,"2012-06-30"
"RDY",313,0,"2012-06-30"
"RDY",314,0,"2012-06-30"
"RDY",321,0,"2012-06-30"
"RDY",325,0,"2012-06-30"
"RDY",326,0,"2012-06-30"
"RDY",901,0,"2012-06-30"
"RDY",141,0,"2012-06-30"
"RDY",315,0,"2012-06-30"
"RDY",320,0,"2012-06-30"
"RDY",311,0,"2012-06-30"
"RDY",312,0,"2012-06-30"
"RDY",831,0,"2012-06-30"
"RDY",822,0,"2012-06-30"
"RDY",712,0,"2012-06-30"
"RDY",713,0,"2012-06-30"
"RDY",715,33.307692,"2012-06-30"
"RDY",800,0,"2012-06-30"
"RDY",147,0,"2012-06-30"
"RDY",148,0,"2012-06-30"
"RDY",824,0,"2012-06-30"
"RDY",830,0,"2012-06-30"
"RDY",810,0,"2012-06-30"
"RDY",820,0,"2012-06-30"
"RDY",821,0,"2012-06-30"
"RDY",400,0,"2012-06-30"
"RDY",142,0,"2012-06-30"
"RDY",149,0,"2012-06-30"
"RDY",711,0,"2012-06-30"
"RDY",460,0,"2012-06-30"
"RDY",501,0,"2012-06-30"
"RDY",823,0,"2012-06-30"
"RDY",710,44.747253,"2012-06-30"
"RDY",421,0,"2012-06-30"
"RDY",430,0,"2012-06-30"
"RDY",450,0,"2012-06-30"
"RDY",451,0,"2012-06-30"
"RDY",352,0,"2012-06-30"
"RDY",370,0,"2012-06-30"
"RDY",371,0,"2012-06-30"
"RDY",192,0,"2012-06-30"
"RDY",300,0,"2012-06-30"
"RDY",301,0,"2012-06-30"
"RDY",304,0,"2012-06-30"
"RDY",305,0,"2012-06-30"
"RDY",310,0,"2012-06-30"
"RDY",504,0,"2012-06-30"
"RDY",700,0,"2012-06-30"
"RDY",140,0,"2012-06-30"
"RDY",420,0,"2012-06-30"
"RDY",502,0,"2012-06-30"
"RDY",326,0,"2012-03-31"
"RDY",330,0,"2012-03-31"
"RDY",310,0,"2012-03-31"
"RDY",311,0,"2012-03-31"
"RDY",141,0,"2012-03-31"
"RDY",142,0,"2012-03-31"
"RDY",715,32.78022,"2012-03-31"
"RDY",800,0,"2012-03-31"
"RDY",810,0,"2012-03-31"
"RDY",180,0,"2012-03-31"
"RDY",146,0,"2012-03-31"
"RDY",147,0,"2012-03-31"
"RDY",143,0,"2012-03-31"
"RDY",145,0,"2012-03-31"
"RDY",302,0,"2012-03-31"
"RDY",303,0,"2012-03-31"
"RDY",160,0,"2012-03-31"
"RDY",170,0,"2012-03-31"
"RDY",171,0,"2012-03-31"
"RDY",820,0,"2012-03-31"
"RDY",821,0,"2012-03-31"
"RDY",352,0,"2012-03-31"
"RDY",320,0,"2012-03-31"
"RDY",321,0,"2012-03-31"
"RDY",325,0,"2012-03-31"
"RDY",371,0,"2012-03-31"
"RDY",400,0,"2012-03-31"
"RDY",401,0,"2012-03-31"
"RDY",824,0,"2012-03-31"
"RDY",834,0,"2012-03-31"
"RDY",830,0,"2012-03-31"
"RDY",831,0,"2012-03-31"
"RDY",833,0,"2012-03-31"
"RDY",900,0,"2012-03-31"
"RDY",901,0,"2012-03-31"
"RDY",130,0,"2012-03-31"
"RDY",140,0,"2012-03-31"
"RDY",420,0,"2012-03-31"
"RDY",712,0,"2012-03-31"
"RDY",190,0,"2012-03-31"
"RDY",340,0,"2012-03-31"
"RDY",350,0,"2012-03-31"
"RDY",822,0,"2012-03-31"
"RDY",451,0,"2012-03-31"
"RDY",460,0,"2012-03-31"
"RDY",312,0,"2012-03-31"
"RDY",313,0,"2012-03-31"
"RDY",700,0,"2012-03-31"
"RDY",710,44.384615,"2012-03-31"
"RDY",711,0,"2012-03-31"
"RDY",501,0,"2012-03-31"
"RDY",502,0.241758,"2012-03-31"
"RDY",504,0,"2012-03-31"
"RDY",110,0,"2012-03-31"
"RDY",120,0,"2012-03-31"
"RDY",100,0.076923,"2012-03-31"
"RDY",101,0,"2012-03-31"
"RDY",304,0,"2012-03-31"
"RDY",305,0,"2012-03-31"
"RDY",148,0,"2012-03-31"
"RDY",149,0,"2012-03-31"
"RDY",150,0,"2012-03-31"
"RDY",421,0,"2012-03-31"
"RDY",430,143.736264,"2012-03-31"
"RDY",450,0,"2012-03-31"
"RDY",314,14.956044,"2012-03-31"
"RDY",315,0,"2012-03-31"
"RDY",192,0,"2012-03-31"
"RDY",300,6.120879,"2012-03-31"
"RDY",301,0,"2012-03-31"
"RDY",713,0,"2012-03-31"
"RDY",823,0,"2012-03-31"
"RDY",360,0,"2012-03-31"
"RDY",361,0,"2012-03-31"
"RDY",370,0,"2012-03-31"
"RDY",410,0,"2012-03-31"
"RDY",311,0,"2011-12-31"
"RDY",325,0,"2011-12-31"
"RDY",326,0,"2011-12-31"
"RDY",421,0,"2011-12-31"
"RDY",430,136.119565,"2011-12-31"
"RDY",450,0,"2011-12-31"
"RDY",451,0,"2011-12-31"
"RDY",330,0,"2011-12-31"
"RDY",340,0,"2011-12-31"
"RDY",713,0,"2011-12-31"
"RDY",715,32.293478,"2011-12-31"
"RDY",830,0,"2011-12-31"
"RDY",130,0,"2011-12-31"
"RDY",140,0,"2011-12-31"
"RDY",180,0,"2011-12-31"
"RDY",190,0,"2011-12-31"
"RDY",303,0,"2011-12-31"
"RDY",711,0,"2011-12-31"
"RDY",712,0,"2011-12-31"
"RDY",822,0,"2011-12-31"
"RDY",823,0,"2011-12-31"
"RDY",824,0,"2011-12-31"
"RDY",834,0,"2011-12-31"
"RDY",900,0,"2011-12-31"
"RDY",145,0,"2011-12-31"
"RDY",146,0,"2011-12-31"
"RDY",147,0,"2011-12-31"
"RDY",170,0,"2011-12-31"
"RDY",171,0,"2011-12-31"
"RDY",370,0,"2011-12-31"
"RDY",371,0,"2011-12-31"
"RDY",148,0,"2011-12-31"
"RDY",149,0,"2011-12-31"
"RDY",901,0,"2011-12-31"
"RDY",150,0,"2011-12-31"
"RDY",141,0,"2011-12-31"
"RDY",142,0,"2011-12-31"
"RDY",304,0,"2011-12-31"
"RDY",305,0,"2011-12-31"
"RDY",310,0,"2011-12-31"
"RDY",100,1.326087,"2011-12-31"
"RDY",160,0,"2011-12-31"
"RDY",101,0,"2011-12-31"
"RDY",110,0.413043,"2011-12-31"
"RDY",120,0,"2011-12-31"
"RDY",360,0,"2011-12-31"
"RDY",361,0,"2011-12-31"
"RDY",821,0,"2011-12-31"
"RDY",302,0,"2011-12-31"
"RDY",315,0,"2011-12-31"
"RDY",320,0,"2011-12-31"
"RDY",321,0,"2011-12-31"
"RDY",700,0,"2011-12-31"
"RDY",710,47.619565,"2011-12-31"
"RDY",502,0.152174,"2011-12-31"
"RDY",504,0,"2011-12-31"
"RDY",800,0,"2011-12-31"
"RDY",810,0,"2011-12-31"
"RDY",820,0,"2011-12-31"
"RDY",410,0,"2011-12-31"
"RDY",420,0,"2011-12-31"
"RDY",192,0,"2011-12-31"
"RDY",300,6.608696,"2011-12-31"
"RDY",301,0,"2011-12-31"
"RDY",460,0,"2011-12-31"
"RDY",501,0,"2011-12-31"
"RDY",400,0,"2011-12-31"
"RDY",401,0,"2011-12-31"
"RDY",312,0,"2011-12-31"
"RDY",313,0,"2011-12-31"
"RDY",314,16.152174,"2011-12-31"
"RDY",350,0,"2011-12-31"
"RDY",352,0,"2011-12-31"
"RDY",831,0,"2011-12-31"
"RDY",833,0,"2011-12-31"
"RDY",143,0,"2011-12-31"
"RDY",361,0,"2011-09-30"
"RDY",370,0,"2011-09-30"
"RDY",150,0,"2011-09-30"
"RDY",371,0,"2011-09-30"
"RDY",400,0,"2011-09-30"
"RDY",302,0,"2011-09-30"
"RDY",712,0,"2011-09-30"
"RDY",820,0,"2011-09-30"
"RDY",821,0,"2011-09-30"
"RDY",101,0,"2011-09-30"
"RDY",110,0.021739,"2011-09-30"
"RDY",831,0,"2011-09-30"
"RDY",833,0,"2011-09-30"
"RDY",834,0,"2011-09-30"
"RDY",190,0,"2011-09-30"
"RDY",192,0,"2011-09-30"
"RDY",300,5.271739,"2011-09-30"
"RDY",147,0,"2011-09-30"
"RDY",148,0,"2011-09-30"
"RDY",149,0,"2011-09-30"
"RDY",352,0,"2011-09-30"
"RDY",800,0,"2011-09-30"
"RDY",810,0,"2011-09-30"
"RDY",700,0,"2011-09-30"
"RDY",710,47.902174,"2011-09-30"
"RDY",450,0,"2011-09-30"
"RDY",451,0,"2011-09-30"
"RDY",320,0,"2011-09-30"
"RDY",410,0,"2011-09-30"
"RDY",420,0,"2011-09-30"
"RDY",421,0,"2011-09-30"
"RDY",360,0,"2011-09-30"
"RDY",830,0,"2011-09-30"
"RDY",140,0,"2011-09-30"
"RDY",141,0,"2011-09-30"
"RDY",142,0,"2011-09-30"
"RDY",315,0,"2011-09-30"
"RDY",822,0,"2011-09-30"
"RDY",713,0,"2011-09-30"
"RDY",715,38.021739,"2011-09-30"
"RDY",900,0,"2011-09-30"
"RDY",901,0,"2011-09-30"
"RDY",430,139.706522,"2011-09-30"
"RDY",502,0.326087,"2011-09-30"
"RDY",504,0,"2011-09-30"
"RDY",401,0,"2011-09-30"
"RDY",170,0,"2011-09-30"
"RDY",171,0,"2011-09-30"
"RDY",160,0,"2011-09-30"
"RDY",180,0,"2011-09-30"
"RDY",321,0,"2011-09-30"
"RDY",325,0,"2011-09-30"
"RDY",326,0,"2011-09-30"
"RDY",330,0,"2011-09-30"
"RDY",143,0,"2011-09-30"
"RDY",145,0,"2011-09-30"
"RDY",120,0,"2011-09-30"
"RDY",130,0,"2011-09-30"
"RDY",146,0,"2011-09-30"
"RDY",313,0,"2011-09-30"
"RDY",314,17.73913,"2011-09-30"
"RDY",340,0,"2011-09-30"
"RDY",350,0,"2011-09-30"
"RDY",711,0,"2011-09-30"
"RDY",460,0,"2011-09-30"
"RDY",501,0,"2011-09-30"
"RDY",823,0,"2011-09-30"
"RDY",824,0,"2011-09-30"
"RDY",100,0.521739,"2011-09-30"
"RDY",312,0,"2011-09-30"
"RDY",301,0.021739,"2011-09-30"
"RDY",310,0,"2011-09-30"
"RDY",311,0,"2011-09-30"
"RDY",303,0,"2011-09-30"
"RDY",304,0,"2011-09-30"
"RDY",305,0,"2011-09-30"
"RDY",120,0,"2024-03-31"
"RDY",350,0,"2024-03-31"
"RDY",100,0,"2024-03-31"
"RDY",110,0,"2024-03-31"
"RDY",107,0,"2024-03-31"
"RDY",340,0,"2024-03-31"
"RDY",101,0,"2024-03-31"
"RDY",352,0,"2024-03-31"
"RDY",326,0,"2024-03-31"
"RDY",320,0,"2024-03-31"
"RDY",833,0,"2024-03-31"
"RDY",360,0,"2024-03-31"
"RDY",831,0,"2024-03-31"
"RDY",325,0,"2024-03-31"
"RDY",314,0,"2024-03-31"
"RDY",901,0,"2024-03-31"
"RDY",313,0,"2024-03-31"
"RDY",321,0,"2024-03-31"
"RDY",900,0,"2024-03-31"
"RDY",311,0,"2024-03-31"
"RDY",330,0,"2024-03-31"
"RDY",317,0,"2024-03-31"
"RDY",822,0,"2024-03-31"
"RDY",830,0,"2024-03-31"
"RDY",823,0,"2024-03-31"
"RDY",304,0,"2024-03-31"
"RDY",834,0,"2024-03-31"
"RDY",180,0,"2024-03-31"
"RDY",800,0,"2024-03-31"
"RDY",821,0,"2024-03-31"
"RDY",305,0,"2024-03-31"
"RDY",820,0,"2024-03-31"
"RDY",300,0,"2024-03-31"
"RDY",711,5.747253,"2024-03-31"
"RDY",315,0,"2024-03-31"
"RDY",824,0,"2024-03-31"
"RDY",710,108.098901,"2024-03-31"
"RDY",303,0,"2024-03-31"
"RDY",700,0,"2024-03-31"
"RDY",150,0,"2024-03-31"
"RDY",171,0,"2024-03-31"
"RDY",170,0,"2024-03-31"
"RDY",302,0,"2024-03-31"
"RDY",713,0,"2024-03-31"
"RDY",160,0,"2024-03-31"
"RDY",501,0,"2024-03-31"
"RDY",310,0,"2024-03-31"
"RDY",148,0,"2024-03-31"
"RDY",420,0,"2024-03-31"
"RDY",410,0,"2024-03-31"
"RDY",502,0,"2024-03-31"
"RDY",141,0,"2024-03-31"
"RDY",715,64.395604,"2024-03-31"
"RDY",450,0,"2024-03-31"
"RDY",140,0,"2024-03-31"
"RDY",430,0,"2024-03-31"
"RDY",130,0,"2024-03-31"
"RDY",149,0,"2024-03-31"
"RDY",810,0,"2024-03-31"
"RDY",143,0,"2024-03-31"
"RDY",190,0,"2024-03-31"
"RDY",192,0,"2024-03-31"
"RDY",370,0,"2024-03-31"
"RDY",401,0,"2024-03-31"
"RDY",371,0,"2024-03-31"
"RDY",301,0,"2024-03-31"
"RDY",712,0,"2024-03-31"
"RDY",460,0,"2024-03-31"
"RDY",451,0,"2024-03-31"
"RDY",145,0,"2024-03-31"
"RDY",504,0,"2024-03-31"
"RDY",147,0,"2024-03-31"
"RDY",146,0,"2024-03-31"
"RDY",421,0,"2024-03-31"
"RDY",361,0,"2024-03-31"
"RDY",142,0,"2024-03-31"
"RDY",400,0,"2024-03-31"
"RDY",180,0,"2023-09-30"
"RDY",100,0,"2023-09-30"
"RDY",360,0,"2023-09-30"
"RDY",401,0,"2023-09-30"
"RDY",120,0,"2023-09-30"
"RDY",110,0,"2023-09-30"
"RDY",190,0,"2023-09-30"
"RDY",301,0,"2023-09-30"
"RDY",352,0,"2023-09-30"
"RDY",320,0,"2023-09-30"
"RDY",192,0,"2023-09-30"
"RDY",142,0,"2023-09-30"
"RDY",710,106.217391,"2023-09-30"
"RDY",833,0,"2023-09-30"
"RDY",143,0,"2023-09-30"
"RDY",150,0,"2023-09-30"
"RDY",834,0,"2023-09-30"
"RDY",300,0,"2023-09-30"
"RDY",314,0,"2023-09-30"
"RDY",313,0,"2023-09-30"
"RDY",460,0,"2023-09-30"
"RDY",321,0,"2023-09-30"
"RDY",330,0,"2023-09-30"
"RDY",370,0,"2023-09-30"
"RDY",501,0,"2023-09-30"
"RDY",823,0,"2023-09-30"
"RDY",831,0,"2023-09-30"
"RDY",303,0,"2023-09-30"
"RDY",304,0,"2023-09-30"
"RDY",311,0,"2023-09-30"
"RDY",810,0,"2023-09-30"
"RDY",700,0,"2023-09-30"
"RDY",800,0,"2023-09-30"
"RDY",824,0,"2023-09-30"
"RDY",822,0,"2023-09-30"
"RDY",340,0,"2023-09-30"
