"REPORTING_PERIOD_START","REPORTING_PERIOD_END","STATUS","BREAKDOWN","PRIMARY_LEVEL","PRIMARY_LEVEL_DESCRIPTION","SECONDARY_LEVEL","SECONDARY_LEVEL_DESCRIPTION","MEASURE_ID","MEASURE_NAME","MEASURE_VALUE"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","D","White and Black Caribbean","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","D","White and Black Caribbean","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","D","White and Black Caribbean","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","E","White and Black African","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","E","White and Black African","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","E","White and Black African","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","E","White and Black African","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","E","White and Black African","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","E","White and Black African","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","E","White and Black African","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","F","White and Asian","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","F","White and Asian","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","F","White and Asian","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","F","White and Asian","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","F","White and Asian","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","F","White and Asian","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","F","White and Asian","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","G","Any Other mixed background","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","G","Any Other mixed background","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","G","Any Other mixed background","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","G","Any Other mixed background","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","G","Any Other mixed background","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","G","Any Other mixed background","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","G","Any Other mixed background","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","H","Indian","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","H","Indian","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","H","Indian","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","H","Indian","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","H","Indian","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","H","Indian","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","H","Indian","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","J","Pakistani","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","J","Pakistani","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","J","Pakistani","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","J","Pakistani","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","J","Pakistani","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","J","Pakistani","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","J","Pakistani","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","K","Bangladeshi","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","K","Bangladeshi","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","K","Bangladeshi","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","K","Bangladeshi","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","K","Bangladeshi","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","K","Bangladeshi","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","K","Bangladeshi","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","L","Any Other Asian background","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","L","Any Other Asian background","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","L","Any Other Asian background","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","L","Any Other Asian background","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","L","Any Other Asian background","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","L","Any Other Asian background","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","L","Any Other Asian background","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M","Caribbean","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M","Caribbean","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M","Caribbean","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M","Caribbean","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M","Caribbean","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M","Caribbean","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M","Caribbean","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","N","African","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","N","African","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","N","African","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","N","African","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","N","African","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","N","African","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","N","African","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","P","Any Other Black background","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","P","Any Other Black background","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","P","Any Other Black background","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","P","Any Other Black background","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","P","Any Other Black background","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","P","Any Other Black background","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","P","Any Other Black background","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","R","Chinese","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","R","Chinese","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","R","Chinese","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","R","Chinese","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","R","Chinese","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","R","Chinese","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","R","Chinese","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","S","Any Other Ethnic Group","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","S","Any Other Ethnic Group","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","S","Any Other Ethnic Group","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","S","Any Other Ethnic Group","MHS151","Detentions active at the end of the reporting period","5"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","S","Any Other Ethnic Group","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","94"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","S","Any Other Ethnic Group","MHS151b","Median length of detentions in days which are active at the end of the reporting period","63"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","S","Any Other Ethnic Group","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Z","Not Stated","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Z","Not Stated","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Z","Not Stated","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Z","Not Stated","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Z","Not Stated","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Z","Not Stated","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Ethnicity","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Z","Not Stated","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","1","Male","MHS150","Detentions ended in the reporting period","30"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","1","Male","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","89"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","1","Male","MHS150b","Median length of detentions in days which ended in the reporting period","26"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","1","Male","MHS151","Detentions active at the end of the reporting period","60"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","1","Male","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","94"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","1","Male","MHS151b","Median length of detentions in days which are active at the end of the reporting period","38"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","1","Male","MHS81","Detentions in the reporting period","15"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","2","Female","MHS150","Detentions ended in the reporting period","25"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","2","Female","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","61"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","2","Female","MHS150b","Median length of detentions in days which ended in the reporting period","25"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","2","Female","MHS151","Detentions active at the end of the reporting period","50"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","2","Female","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","92"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","2","Female","MHS151b","Median length of detentions in days which are active at the end of the reporting period","58"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","2","Female","MHS81","Detentions in the reporting period","15"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","3","Non-binary","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","3","Non-binary","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","3","Non-binary","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","3","Non-binary","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","3","Non-binary","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","3","Non-binary","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","3","Non-binary","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","4","Other (not listed)","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","4","Other (not listed)","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","4","Other (not listed)","MHS150b","Median length of detentions in days which ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","4","Other (not listed)","MHS151","Detentions active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","4","Other (not listed)","MHS151a","Average (mean) length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","4","Other (not listed)","MHS151b","Median length of detentions in days which are active at the end of the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","4","Other (not listed)","MHS81","Detentions in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","9","Indeterminate","MHS150","Detentions ended in the reporting period","*"
"01/09/2025","30/09/2025","Performance ","Provider; Gender","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","9","Indeterminate","MHS150a","Average (mean) length of detentions in days which ended in the reporting period","*"
