"REPORTING_PERIOD_START","REPORTING_PERIOD_END","GROUP_TYPE","ORG_CODE1","ORG_NAME1","ORG_CODE2","ORG_NAME2","MEASURE_ID","MEASURE_NAME","MEASURE_VALUE_SUPPRESSED"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M122","Count_FirstToSecondTreatment29to90days","275"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M123","Percentage_FirstToSecondTreatment28days","32"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M124","Percentage_FirstToSecondTreatmentOver28days","68"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M125","Percentage_FirstToSecondTreatment29to90days","30"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M126","Percentage_FirstToSecondTreatmentOver90days","39"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M141","Mean_ApptsFinishedCourseTreatment","8.3"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M142","Median_ApptsFinishedCourseTreatment","7.0"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M143","Max_ApptsFinishedCourseTreatment","27"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M144","Min_ApptsFinishedCourseTreatment","2"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M153","Count_EndedBeforeTreatment","540"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M179","Count_NotAtCaseness","15"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M180","Percentage_NotAtCaseness","2"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M184","Count_SecondTreatment","930"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M185","Count_ReliableImprovement","595"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M186","Percentage_ReliableImprovement","68"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M187","Count_NoReliableChange","225"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M189","Count_ReliableDeterioration","50"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M191","Count_Recovery","385"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M192","Percentage_Recovery","45"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M193","Count_ReliableRecovery","375"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M195","Percentage_ReliableRecovery","43"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M196","Count_FirstADSMOrGADOnly","5"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M197","Count_NoADSMOrGAD","*"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M198","Count_PairedADSMOrGAD","875"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M199","Count_FirstPHQOnly","5"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M200","Count_NoPHQ","*"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M201","Count_PairedPHQ","875"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M202","Count_PairedPHQAndADSMOrGAD","875"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M203","Count_ADSMFinishedTreatment","200"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M204","Count_AppropriatePairedADSM","150"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M205","Percentage_AppropriatePairedADSM","74"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M206","Percentage_ReliableRecovery_EthnicGroupWhite","44"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M207","Percentage_ReliableRecovery_EthnicGroupAsianOrAsianBritish","39"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M208","Percentage_ReliableRecovery_EthnicGroupBlackOrBlackBritish","*"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M209","Percentage_ReliableRecovery_EthnicGroupMixed","*"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M210","Percentage_ReliableRecovery_EthnicGroupOther","*"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M212","Count_WSASWPairedScores","705"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M213","Mean_FirstWSASW","4.3"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M214","Median_FirstWSASW","5.0"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M215","Mean_LastWSASW","3.0"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M216","Median_LastWSASW","2.0"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M217","Count_WSASHMPairedScores","875"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M218","Mean_FirstWSASHM","4.1"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M219","Median_FirstWSASHM","4.0"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M220","Mean_LastWSASHM","2.8"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M221","Median_LastWSASHM","2.0"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M222","Count_WSASSLAPairedScores","875"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M223","Mean_FirstWSASSLA","4.6"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M224","Median_FirstWSASSLA","5.0"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M225","Mean_LastWSASSLA","3.2"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M226","Median_LastWSASSLA","3.0"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M227","Count_WSASPLAPairedScores","875"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M228","Mean_FirstWSASPLA","3.6"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M229","Median_FirstWSASPLA","4.0"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M230","Mean_LastWSASPLA","2.6"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M231","Median_LastWSASPLA","2.0"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M232","Count_WSASRPairedScores","875"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M233","Mean_FirstWSASR","4.1"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M234","Median_FirstWSASR","4.0"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M235","Mean_LastWSASR","2.8"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M236","Median_LastWSASR","2.0"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M271","Count_FirstIntegratedContact","565"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M272","Count_FirstIntegratedTreatment","545"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M273","Count_FinishedIntegratedReferrals","370"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M274","Count_FinishedIntegratedReferralsCoreOnly","510"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M275","Count_IntegratedReferralsAtCaseness","365"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M276","Count_IntegratedReferralsNotAtCaseness","10"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M277","Count_IntegratedReferralsRecovered","140"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M278","Percentage_IntegratedReferralsRecovered","39"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M283","Count_IntegratedReferralsCoreOnlyAtCaseness","500"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M284","Count_IntegratedReferralsCoreOnlyNotAtCaseness","10"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M285","Count_IntegratedReferralsCoreOnlyRecovered","245"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M286","Percentage_IntegratedReferralsCoreOnlyRecovered","49"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M287","Count_MHDropInReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M288","Percentage_AccessAttrition","32"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M340","Count_EndedIncompleteAssessment","*"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M341","Count_EndedBeforePatientRequested","20"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M342","Count_EndedNotAssessed","*"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M343","Count_InternetEnabledTherapySessions","130"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M344","Count_EndedBeforeCareProfessionalPlanned","380"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M345","Count_MaternityServiceReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M346","Count_CommunitySignpostingAppts","50"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M347","Mean_Wait_AssessmentDate_HighIntensityFirstDate","72.4"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M348","Mean_Wait_AssessmentDate_LowIntensityFirstDate","3.4"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M349","Mean_Wait_StepDown_LastHighIntensity_FirstLowIntensity","*"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M350","Mean_Wait_StepUp_LastLowIntensity_FirstHighIntensity","92.3"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M351","Mean_DaysWaitedBetweenTreatments","24"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M352","Count_AssessmentDate_HighIntensityFirstDate","420"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M353","Count_AssessmentDate_LowIntensityFirstDate","385"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M354","Count_StepDown_LastHighIntensity_FirstLowIntensity","*"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M355","Count_StepUp_LastLowIntensity_FirstHighIntensity","95"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M356","Count_AssessmentDate_HighIntensityFirstDate28days","205"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M357","Count_AssessmentDate_LowIntensityFirstDate28days","370"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M358","Count_AssessmentDate_HighIntensityFirstDate90days","270"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M359","Count_AssessmentDate_LowIntensityFirstDate90days","380"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M360","Count_StepUp_LastLowIntensity_FirstHighIntensity28days","25"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M361","Count_StepUp_LastLowIntensity_FirstHighIntensity90days","50"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M362","Percentage_AssessmentDate_HighIntensityFirstDate28days","49"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M363","Percentage_AssessmentDate_LowIntensityFirstDate28days","96"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M364","Percentage_AssessmentDate_HighIntensityFirstDate90days","64"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M365","Percentage_AssessmentDate_LowIntensityFirstDate90days","99"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M366","Percentage_StepUp_LastLowIntensity_FirstHighIntensity28days","27"
"2026-04-01","2026-04-30","SubICB/Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M367","Percentage_StepUp_LastLowIntensity_FirstHighIntensity90days","54"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M001","Count_ReferralsReceived","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M002","Count_SelfReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M003","Count_GPReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M004","Count_HealthVisitorReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M005","Count_OtherPrimaryCareReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M006","Count_CarerReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M007","Count_LAReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M008","Count_EmployerReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M009","Count_JusticeSystemReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M010","Count_ChildHealthReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M011","Count_IndependentVoluntaryReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M012","Count_SecondaryCareReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M013","Count_OtherMHReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M014","Count_InternalReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M017","Count_OtherReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M018","Count_NHSTalkingTherapiesReferrals","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M019","Count_OpenReferralNoActivity60days","5"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M020","Count_OpenReferralNoActivity61to90days","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M021","Count_OpenReferralNoActivity91to120days","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M022","Count_OpenReferralNoActivityOver120days","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M023","Count_FirstAssessment","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M024","Count_FirstAssessment28days","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M025","Count_FirstAssessment29to56days","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M026","Count_FirstAssessment57to90days","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M027","Count_FirstAssessmentOver90days","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M028","Count_EndedBeforeAssessment","*"
"2026-04-01","2026-04-30","SubICB/Provider","13Q","NATIONAL COMMISSIONING HUB 1","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","M029","Count_WaitingForAssessment","*"
