"ReportingPeriodStartDate","ReportingPeriodEndDate","Org_Code","DataTable","UID","DataItem","Valid","Default","Invalid","Missing","Denominator"
"2026-03-01","2026-03-31","RDY","CYP604 Blood Spot Result","C604060","NEWBORN BLOOD SPOT TEST OUTCOME STATUS CODE (CONGENITAL HYPOTHYROIDISM)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP604 Blood Spot Result","C604070","NEWBORN BLOOD SPOT TEST OUTCOME STATUS CODE (MEDIUM CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP604 Blood Spot Result","C604080","NEWBORN BLOOD SPOT TEST OUTCOME STATUS CODE (HOMOCYSTINURIA)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP604 Blood Spot Result","C604090","NEWBORN BLOOD SPOT TEST OUTCOME STATUS CODE (MAPLE SYRUP URINE DISEASE)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP604 Blood Spot Result","C604100","NEWBORN BLOOD SPOT TEST OUTCOME STATUS CODE (GLUTARIC ACIDURIA TYPE 1)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP604 Blood Spot Result","C604110","NEWBORN BLOOD SPOT TEST OUTCOME STATUS CODE (ISOVALERIC ACIDURIA)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP604 Blood Spot Result","C604901","LOCAL PATIENT IDENTIFIER (EXTENDED)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP604 Blood Spot Result","CYP604","CYP604 Table Submission",0,0,0,1,1
"2026-03-01","2026-03-31","RDY","CYP605 Infant Physical Examination (GP Delivered)","C605010","INFANT PHYSICAL EXAMINATION DATE",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP605 Infant Physical Examination (GP Delivered)","C605020","INFANT PHYSICAL EXAMINATION RESULT (HIPS)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP605 Infant Physical Examination (GP Delivered)","C605030","INFANT PHYSICAL EXAMINATION RESULT (HEART)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP605 Infant Physical Examination (GP Delivered)","C605040","INFANT PHYSICAL EXAMINATION RESULT (EYES)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP605 Infant Physical Examination (GP Delivered)","C605050","INFANT PHYSICAL EXAMINATION RESULT (TESTES)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP605 Infant Physical Examination (GP Delivered)","C605901","LOCAL PATIENT IDENTIFIER (EXTENDED)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP605 Infant Physical Examination (GP Delivered)","CYP605","CYP605 Table Submission",0,0,0,1,1
"2026-03-01","2026-03-31","RDY","CYP606 Provisional Diagnosis","C606010","PROVISIONAL DIAGNOSIS (CODED CLINICAL ENTRY)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP606 Provisional Diagnosis","C606020","PROVISIONAL DIAGNOSIS DATE",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP606 Provisional Diagnosis","C606902","SERVICE REQUEST IDENTIFIER",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP606 Provisional Diagnosis","C606913","DIAGNOSIS SCHEME IN USE (COMMUNITY CARE)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP606 Provisional Diagnosis","CYP606","CYP606 Table Submission",0,0,0,1,1
"2026-03-01","2026-03-31","RDY","CYP607 Primary Diagnosis","C607010","PRIMARY DIAGNOSIS (CODED CLINICAL ENTRY)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP607 Primary Diagnosis","C607020","DIAGNOSIS DATE",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP607 Primary Diagnosis","C607902","SERVICE REQUEST IDENTIFIER",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP607 Primary Diagnosis","C607913","DIAGNOSIS SCHEME IN USE (COMMUNITY CARE)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP607 Primary Diagnosis","CYP607","CYP607 Table Submission",0,0,0,1,1
"2026-03-01","2026-03-31","RDY","CYP608 Secondary Diagnosis","C608010","SECONDARY DIAGNOSIS (CODED CLINICAL ENTRY)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP608 Secondary Diagnosis","C608020","DIAGNOSIS DATE",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP608 Secondary Diagnosis","C608902","SERVICE REQUEST IDENTIFIER",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP608 Secondary Diagnosis","C608913","DIAGNOSIS SCHEME IN USE (COMMUNITY CARE)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP608 Secondary Diagnosis","CYP608","CYP608 Table Submission",0,0,0,1,1
"2026-03-01","2026-03-31","RDY","CYP609 Coded Scored Assessment (Referral)","C609010","ASSESSMENT TOOL COMPLETION DATE",4870,0,0,0,4870
"2026-03-01","2026-03-31","RDY","CYP609 Coded Scored Assessment (Referral)","C609902","SERVICE REQUEST IDENTIFIER",4870,0,0,0,4870
"2026-03-01","2026-03-31","RDY","CYP609 Coded Scored Assessment (Referral)","C609910","CODED ASSESSMENT TOOL TYPE (SNOMED CT)",4870,0,0,0,4870
"2026-03-01","2026-03-31","RDY","CYP609 Coded Scored Assessment (Referral)","C609911","PERSON SCORE",4870,0,0,0,4870
"2026-03-01","2026-03-31","RDY","CYP609 Coded Scored Assessment (Referral)","CYP609","CYP609 Table Submission",1,0,0,0,1
"2026-03-01","2026-03-31","RDY","CYP610 Breastfeeding Status","C610010","BREASTFEEDING STATUS",400,0,0,0,400
"2026-03-01","2026-03-31","RDY","CYP610 Breastfeeding Status","C610904","CARE ACTIVITY IDENTIFIER",400,0,0,0,400
"2026-03-01","2026-03-31","RDY","CYP610 Breastfeeding Status","CYP610","CYP610 Table Submission",1,0,0,0,1
"2026-03-01","2026-03-31","RDY","CYP611 Observation","C611010","PERSON WEIGHT",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP611 Observation","C611020","PERSON HEIGHT IN METRES",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP611 Observation","C611030","PERSON LENGTH IN CENTIMETRES",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP611 Observation","C611904","CARE ACTIVITY IDENTIFIER",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP611 Observation","CYP611","CYP611 Table Submission",0,0,0,1,1
"2026-03-01","2026-03-31","RDY","CYP612 Coded Scored Assessment (Contact)","C612904","CARE ACTIVITY IDENTIFIER",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP612 Coded Scored Assessment (Contact)","C612910","CODED ASSESSMENT TOOL TYPE (SNOMED CT)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP612 Coded Scored Assessment (Contact)","C612911","PERSON SCORE",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP612 Coded Scored Assessment (Contact)","CYP612","CYP612 Table Submission",0,0,0,1,1
"2026-03-01","2026-03-31","RDY","CYP613 Anonymous Self-Assessment","C613010","ASSESSMENT TOOL COMPLETION DATE",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP613 Anonymous Self-Assessment","C613909","ACTIVITY LOCATION TYPE CODE",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP613 Anonymous Self-Assessment","C613910","CODED ASSESSMENT TOOL TYPE (SNOMED CT)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP613 Anonymous Self-Assessment","C613911","PERSON SCORE",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP613 Anonymous Self-Assessment","C613912","ORGANISATION IDENTIFIER (CODE OF COMMISSIONER)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP613 Anonymous Self-Assessment","CYP613","CYP613 Table Submission",0,0,0,1,1
"2026-03-01","2026-03-31","RDY","CYP901 Staff Details","C901010","CARE PROFESSIONAL LOCAL IDENTIFIER",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP901 Staff Details","C901020","PROFESSIONAL REGISTRATION BODY CODE",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP901 Staff Details","C901030","PROFESSIONAL REGISTRATION ENTRY IDENTIFIER",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP901 Staff Details","C901040","CARE PROFESSIONAL STAFF GROUP (COMMUNITY CARE)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP901 Staff Details","C901050","OCCUPATION CODE",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP901 Staff Details","C901060","CARE PROFESSIONAL (JOB ROLE CODE)",0,0,0,0,0
"2026-03-01","2026-03-31","RDY","CYP901 Staff Details","CYP901","CYP901 Table Submission",0,0,0,1,1
