"REPORTING_PERIOD_START","REPORTING_PERIOD_END","STATUS","BREAKDOWN","PRIMARY_LEVEL","PRIMARY_LEVEL_DESCRIPTION","SECONDARY_LEVEL","SECONDARY_LEVEL_DESCRIPTION","MEASURE_ID","MEASURE_NAME","MEASURE_VALUE"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","11N","NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS112d","Number of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a parent-rated perspective paired score","15"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR73a","New Urgent Referrals to Crisis Care teams in the reporting period with first face to face contact, Aged 18 and over","90"
"01/02/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS101","The number of people discharged in the RP from adult acute beds aged 18 to 64 with a length of stay of 90+ days","25"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS112a","Percentage of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and any perspective paired score","15"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR70","New Emergency Referrals to Crisis Care teams in the reporting period","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR70b","New Emergency Referrals to Crisis Care teams in the reporting period, Aged under 18","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR120","New Urgent Referrals to Crisis Care teams in the reporting period with first face to face contact within 24 hours of referral","70"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS112b","Number of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a self-rated perspective paired score","45"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS112e","Percentage of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a parent-rated perspective paired score","5"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","PLS121a","New referrals to liaison psychiatry teams from A&E in the reporting period, Aged 18 and over","430"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","W2U3Z","NHS WEST AND NORTH LONDON ICB - W2U3Z","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS113f","Percentage of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a self-rated perspective paired score that showed no measurable change","61"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS111b","Number of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a self-rated perspective assessment","105"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR73","New Urgent Referrals to Crisis Care teams in the reporting period with first face to face contact","105"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS110","Number of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts","335"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR120a","New Urgent Referrals to Crisis Care teams in the reporting period with first face to face contact within 24 hours of referral, Aged 18 and over","65"
"01/02/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS156f","Number of discharges in the RP for people aged 18 and over from older adult acute beds","40"
"01/02/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS102","The number of people discharged in the RP from older adult acute beds aged 65 and over with a length of stay of 60+ days","30"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","97R","NHS SURREY AND SUSSEX ICB - 97R","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS113d","Percentage of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a self-rated perspective paired score that showed measurable deterioration","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","06N","NHS CENTRAL EAST ICB - 06N","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR118b","New Very Urgent Referrals to Crisis Care teams in the reporting period with first face to face contact, Aged under 18","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","07H","NHS ESSEX ICB - 07H","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS113a","Number of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a self-rated perspective paired score that showed measurable improvement","15"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS114d","Percentage of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a parent-rated perspective paired score that showed measurable deterioration","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","70F","NHS SURREY AND SUSSEX ICB - 70F","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","PLS123","New referrals to liaison psychiatry teams from A&E in the reporting period with first face to face contact within 1 hour","325"
"01/02/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS103","The number of people discharged in the RP from older adult acute beds aged 65 and over with a length of stay of 90+ days","20"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR118a","New Very Urgent Referrals to Crisis Care teams in the reporting period with first face to face contact, Aged 18 and over","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","A3A8R","NHS NORTH EAST LONDON ICB - A3A8R","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","93C","NHS WEST AND NORTH LONDON ICB - 93C","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS108","Number of people accessing community mental health services for adults and older adults with 2 or more care contacts within the RP","11490"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR71b","New Urgent Referrals to Crisis Care teams in the reporting period, Aged under 18","20"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS111g","Percentage of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a clinician-rated perspective assessment","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS111","Number of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and any assessment","115"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","26A","NHS NORFOLK AND SUFFOLK ICB - 26A","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","15A","NHS THAMES VALLEY ICB - 15A","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS112c","Percentage of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a self-rated perspective paired score","13"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS114e","Number of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a parent-rated perspective paired score that showed no measurable change","5"
"01/02/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS156c","Number of discharges in the RP for people aged 18 and over from adult acute and PICU beds","90"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR73b","New Urgent Referrals to Crisis Care teams in the reporting period with first face to face contact, Aged under 18","15"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS112g","Percentage of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a clinician-rated perspective paired score","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR71a","New Urgent Referrals to Crisis Care teams in the reporting period, Aged 18 and over","115"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR117b","New Very Urgent Referrals to Crisis Care teams in the reporting period, Aged under 18","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","09D","NHS SURREY AND SUSSEX ICB - 09D","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","10Q","NHS THAMES VALLEY ICB - 10Q","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","18C","NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS111a","Percentage of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and any assessment","34"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","PLS122a","New referrals to liaison psychiatry teams from A&E in the reporting period with first face to face contact, Aged 18 and over","345"
"01/02/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS156d","Total bed days for discharges in the RP for people aged 18 and over from adult acute and PICU beds","8355"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","78H","NHS NORTHAMPTONSHIRE ICB - 78H","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","15C","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","D9Y0V","NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","50"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","11J","NHS DORSET ICB - 11J","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","7325"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR120b","New Urgent Referrals to Crisis Care teams in the reporting period with first face to face contact within 24 hours of referral, Aged under 18","5"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS115d","Percentage of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a clinician-rated perspective paired score that showed measurable deterioration","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR117","New Very Urgent Referrals to Crisis Care teams in the reporting period","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","72Q","NHS SOUTH EAST LONDON ICB - 72Q","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","03W","NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR119","New Very Urgent Referrals to Crisis Care teams in the reporting period with first face to face contact within 4 hours of referral","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS113c","Number of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a self-rated perspective paired score that showed measurable deterioration","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","52R","NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","05V","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","U2G6B","NHS THAMES VALLEY ICB - U2G6B","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","11X","NHS SOMERSET ICB - 11X","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","10"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","92A","NHS SURREY AND SUSSEX ICB - 92A","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","PLS122b","New referrals to liaison psychiatry teams from A&E in the reporting period with first face to face contact, Aged under 18","45"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS111d","Number of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a parent-rated perspective assessment","50"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","PLS123b","New referrals to liaison psychiatry teams from A&E in the reporting period with first face to face contact within 1 hour, Aged under 18","15"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","PLS123a","New referrals to liaison psychiatry teams from A&E in the reporting period with first face to face contact within 1 hour, Aged 18 and over","305"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR119b","New Very Urgent Referrals to Crisis Care teams in the reporting period with first face to face contact within 4 hours of referral, Aged under 18","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","36L","NHS SOUTH WEST LONDON ICB - 36L","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","M2L0M","NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/05/2025","30/04/2026","Performance","Sub ICB of GP Practice or Residence; Provider","06H","NHS CENTRAL EAST ICB - 06H","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS95","Number of CYP aged under 18 supported through NHS funded mental health with at least one contact (12 month rolling)","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS115b","Percentage of closed referrals for children and young people aged between 0 and 17 with at least 2 contacts and a clinician-rated perspective paired score that showed measurable improvement","*"
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CCR117a","New Very Urgent Referrals to Crisis Care teams in the reporting period, Aged 18 and over","*"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED86","Referrals with eating disorder issues categorised as urgent entering treatment in RP, aged 0-17","20"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED86a","Referrals with eating disorder issues categorised as urgent entering treatment within one week, in RP, aged 0-17","15"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED86b","Referrals with eating disorder issues categorised as urgent entering treatment within 1-4 weeks, in RP, aged 0-17","*"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED86c","Referrals with eating disorder issues categorised as urgent entering treatment within 4-12 weeks, in RP, aged 0-17","*"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED86d","Referrals with eating disorder issues categorised as urgent entering treatment after 12 weeks, in RP, aged 0-17","*"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED86e","Proportion of referrals with eating disorders categorized as urgent cases entering treatment within one week in RP, aged 0-17","68"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED87","Referrals eating disorder issues categorised as routine entering treatment in RP, aged 0-17","115"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED87a","Referrals with eating disorder issues categorised as routine entering treatment within one week, in RP, aged 0-17","10"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED87b","Referrals with eating disorder issues categorised as routine entering treatment within 1-4 weeks, in RP, aged 0-17","65"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED87c","Referrals with eating disorder issues categorised as routine entering treatment within 4-12 weeks, in RP, aged 0-17","40"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED87d","Referrals with eating disorder issues categorised as routine entering treatment after 12 weeks, in RP, aged 0-17","*"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED87e","Proportion of referrals with eating disorders categorized as routine cases entering treatment within four weeks in RP, aged 0-17","65"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED88","Referrals with eating disorder issues waiting for treatment at end of RP, aged 0-17","40"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED89","Referrals with eating disorder issues categorized as urgent waiting for treatment end RP, aged 0-17","*"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED89a","Referrals with eating disorder issues categorized as urgent waiting for treatment for one week, end RP, aged 0-17","*"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED89b","Referrals with eating disorder issues categorized as urgent waiting for treatment for 1-4 weeks, end RP, aged 0-17","*"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED89c","Referrals with eating disorder issues categorized as urgent waiting for treatment for 4-12 weeks, end RP, aged 0-17","*"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED89d","Referrals with eating disorder issues categorized as urgent waiting for treatment for more than 12 weeks, end RP, aged 0-17","*"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED90","Referrals with eating disorder issues categorized as routine waiting for treatment end RP, aged 0-17","40"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED90a","Referrals with eating disorder issues categorized as routine waiting for treatment for one week, end RP, aged 0-17","5"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED90b","Referrals with eating disorder issues categorized as routine waiting for treatment for 1-4 weeks, end RP, aged 0-17","10"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED90c","Referrals with eating disorder issues categorized as routine waiting for treatment for 4-12 weeks, end RP, aged 0-17","15"
"01/05/2025","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED90d","Referrals with eating disorder issues categorized as routine waiting for treatment for more than 12 weeks, end RP, aged 0-17","10"
"01/02/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","ED86","Referrals with eating disorder issues categorised as urgent entering treatment in RP, aged 0-17","*"
