Organisation_Code,Sector,Number_Of_Beds,Effective_Snapshot_Date
R1H,General & Acute,1311.347826,30/09/2020
R1K,General & Acute,685.228261,30/09/2020
RAL,General & Acute,682.347826,30/09/2020
RAN,General & Acute,84.98913,30/09/2020
RAP,General & Acute,380.945652,30/09/2020
RAS,General & Acute,239.478261,30/09/2020
RQX,Maternity,26.956522,30/09/2020
RQY,Maternity,0,30/09/2020
RRP,Maternity,0,30/09/2020
RRV,Maternity,46.728261,30/09/2020
RT3,Maternity,0,30/09/2020
RV3,Maternity,0,30/09/2020
RKE,Maternity,24.836957,30/09/2020
RKL,Maternity,0,30/09/2020
RP4,Maternity,0,30/09/2020
RP6,Maternity,0,30/09/2020
RPY,Maternity,0,30/09/2020
RQM,Maternity,43.880435,30/09/2020
RF4,Maternity,47.271739,30/09/2020
RJ1,Maternity,41.086957,30/09/2020
RJ2,Maternity,69.663043,30/09/2020
RJ6,Maternity,38.23913,30/09/2020
RJ7,Maternity,34.26087,30/09/2020
RJZ,Maternity,73.597826,30/09/2020
RAL,Maternity,31.402174,30/09/2020
RAN,Maternity,0,30/09/2020
RAP,Maternity,39.521739,30/09/2020
RAS,Maternity,14.978261,30/09/2020
RAT,Maternity,0,30/09/2020
RAX,Maternity,42.880435,30/09/2020
RXP,Learning Disabilities,0,30/09/2020
RY6,Learning Disabilities,0,30/09/2020
TAD,Learning Disabilities,2.641304,30/09/2020
TAH,Learning Disabilities,5.565217,30/09/2020
R1H,Maternity,113.913043,30/09/2020
R1K,Maternity,28.01087,30/09/2020
RWY,Learning Disabilities,0,30/09/2020
RX3,Learning Disabilities,80.684783,30/09/2020
RX4,Learning Disabilities,85.51087,30/09/2020
RXE,Learning Disabilities,0,30/09/2020
RXF,Learning Disabilities,0,30/09/2020
RXG,Learning Disabilities,17.01087,30/09/2020
RTD,Learning Disabilities,0,30/09/2020
RTF,Learning Disabilities,0,30/09/2020
RTR,Learning Disabilities,0,30/09/2020
RV9,Learning Disabilities,7.380435,30/09/2020
RVW,Learning Disabilities,0,30/09/2020
RWA,Learning Disabilities,0,30/09/2020
RHQ,Learning Disabilities,0,30/09/2020
RJL,Learning Disabilities,0,30/09/2020
RNN,Learning Disabilities,0,30/09/2020
RP5,Learning Disabilities,0,30/09/2020
RR7,Learning Disabilities,0,30/09/2020
RR8,Learning Disabilities,0,30/09/2020
RCD,Learning Disabilities,0,30/09/2020
RCF,Learning Disabilities,0,30/09/2020
RCU,Learning Disabilities,0,30/09/2020
RFF,Learning Disabilities,0,30/09/2020
RFR,Learning Disabilities,0,30/09/2020
RGD,Learning Disabilities,3.51087,30/09/2020
RXL,Learning Disabilities,0,30/09/2020
RXN,Learning Disabilities,0,30/09/2020
RXR,Learning Disabilities,0,30/09/2020
R0B,Learning Disabilities,0,30/09/2020
RAE,Learning Disabilities,0,30/09/2020
RCB,Learning Disabilities,0,30/09/2020
RW4,Learning Disabilities,92.369565,30/09/2020
RW5,Learning Disabilities,0,30/09/2020
RW6,Learning Disabilities,0,30/09/2020
RWJ,Learning Disabilities,0,30/09/2020
RWW,Learning Disabilities,0,30/09/2020
RXA,Learning Disabilities,20,30/09/2020
RMP,Learning Disabilities,0,30/09/2020
RRF,Learning Disabilities,0,30/09/2020
RT2,Learning Disabilities,0,30/09/2020
RTV,Learning Disabilities,3.956522,30/09/2020
RTX,Learning Disabilities,0,30/09/2020
RVY,Learning Disabilities,0,30/09/2020
REP,Learning Disabilities,0,30/09/2020
RET,Learning Disabilities,0,30/09/2020
RJN,Learning Disabilities,0,30/09/2020
RJR,Learning Disabilities,0,30/09/2020
RM3,Learning Disabilities,0,30/09/2020
RMC,Learning Disabilities,0,30/09/2020
RBQ,Learning Disabilities,0,30/09/2020
RBS,Learning Disabilities,0,30/09/2020
RBT,Learning Disabilities,0,30/09/2020
RBV,Learning Disabilities,0,30/09/2020
REM,Learning Disabilities,0,30/09/2020
REN,Learning Disabilities,0,30/09/2020
RWH,Learning Disabilities,0,30/09/2020
RWR,Learning Disabilities,56.293478,30/09/2020
RY3,Learning Disabilities,0,30/09/2020
R0A,Learning Disabilities,0,30/09/2020
RBL,Learning Disabilities,0,30/09/2020
RBN,Learning Disabilities,0,30/09/2020
RGT,Learning Disabilities,0,30/09/2020
RM1,Learning Disabilities,0,30/09/2020
RMY,Learning Disabilities,1.119565,30/09/2020
RQW,Learning Disabilities,0,30/09/2020
RT1,Learning Disabilities,3.347826,30/09/2020
RWG,Learning Disabilities,0,30/09/2020
RD8,Learning Disabilities,0,30/09/2020
RDE,Learning Disabilities,0,30/09/2020
RGM,Learning Disabilities,0,30/09/2020
RGN,Learning Disabilities,0,30/09/2020
RGP,Learning Disabilities,0,30/09/2020
RGR,Learning Disabilities,0,30/09/2020
RYW,Learning Disabilities,0,30/09/2020
TAJ,Learning Disabilities,22.619565,30/09/2020
R1L,Learning Disabilities,9.869565,30/09/2020
RAJ,Learning Disabilities,0,30/09/2020
RC9,Learning Disabilities,0,30/09/2020
RCX,Learning Disabilities,0,30/09/2020
RXM,Learning Disabilities,0,30/09/2020
RXT,Learning Disabilities,0,30/09/2020
RXW,Learning Disabilities,0,30/09/2020
RY5,Learning Disabilities,0,30/09/2020
RY8,Learning Disabilities,3.5,30/09/2020
RYG,Learning Disabilities,41.630435,30/09/2020
RTG,Learning Disabilities,0,30/09/2020
RWD,Learning Disabilities,0,30/09/2020
RWE,Learning Disabilities,0,30/09/2020
RWP,Learning Disabilities,0,30/09/2020
RX1,Learning Disabilities,0,30/09/2020
REP,General & Acute,25.032967,30/06/2011
RET,General & Acute,114.681319,30/06/2011
RJN,General & Acute,307.527473,30/06/2011
RJR,General & Acute,398.868132,30/06/2011
RJX,General & Acute,0,30/06/2011
RM2,General & Acute,709.846154,30/06/2011
RBT,General & Acute,449.901099,30/06/2011
RBV,General & Acute,135.351648,30/06/2011
REM,General & Acute,683.78022,30/06/2011
REN,General & Acute,50.461538,30/06/2011
RXP,General & Acute,842.516484,30/06/2011
5NH,General & Acute,0,30/06/2011
RBL,General & Acute,602.483516,30/06/2011
RBN,General & Acute,602.307692,30/06/2011
RBQ,General & Acute,114.054945,30/06/2011
RBS,General & Acute,146.725275,30/06/2011
RTD,General & Acute,1286.692308,30/06/2011
RTF,General & Acute,862.604396,30/06/2011
RTR,General & Acute,940.494505,30/06/2011
RVW,General & Acute,490.230769,30/06/2011
RX3,General & Acute,0,30/06/2011
RX4,General & Acute,44.472527,30/06/2011
RWV,Mental Illness,237.923077,30/06/2011
5KG,General & Acute,0,30/06/2011
5KL,General & Acute,9.076923,30/06/2011
RE9,General & Acute,335.604396,30/06/2011
RLN,General & Acute,637.846154,30/06/2011
RR7,General & Acute,409.417582,30/06/2011
RN3,Mental Illness,0,30/06/2011
RNZ,Mental Illness,0,30/06/2011
RTE,Mental Illness,0,30/06/2011
RTQ,Mental Illness,198.736264,30/06/2011
RVJ,Mental Illness,14.725275,30/06/2011
RVN,Mental Illness,503.010989,30/06/2011
RDZ,Mental Illness,0,30/06/2011
REF,Mental Illness,0,30/06/2011
RH5,Mental Illness,139.923077,30/06/2011
RH8,Mental Illness,0,30/06/2011
RJ8,Mental Illness,131,30/06/2011
RK9,Mental Illness,0,30/06/2011
RBA,Mental Illness,0,30/06/2011
RBB,Mental Illness,0,30/06/2011
RBD,Mental Illness,0,30/06/2011
RBZ,Mental Illness,0,30/06/2011
RD1,Mental Illness,0,30/06/2011
RD3,Mental Illness,0,30/06/2011
5QN,Mental Illness,0,30/06/2011
5QP,Mental Illness,0,30/06/2011
RA3,Mental Illness,0,30/06/2011
RA4,Mental Illness,0,30/06/2011
RA7,Mental Illness,0,30/06/2011
RA9,Mental Illness,0,30/06/2011
5F1,Mental Illness,109.175824,30/06/2011
5K3,Mental Illness,0,30/06/2011
5QH,Mental Illness,0,30/06/2011
5QK,Mental Illness,0,30/06/2011
5QL,Mental Illness,0,30/06/2011
5QM,Mental Illness,78.714286,30/06/2011
RN5,Mental Illness,0,30/06/2011
RNU,Mental Illness,394.934066,30/06/2011
RTH,Mental Illness,0,30/06/2011
RW1,Mental Illness,516.582418,30/06/2011
RWX,Mental Illness,172.461538,30/06/2011
RXQ,Mental Illness,0,30/06/2011
RD7,Mental Illness,0,30/06/2011
RD8,Mental Illness,0,30/06/2011
RHM,Mental Illness,0,30/06/2011
RHU,Mental Illness,0,30/06/2011
RHW,Mental Illness,0,30/06/2011
RN1,Mental Illness,0,30/06/2011
RXY,Mental Illness,474.21978,30/06/2011
RYR,Mental Illness,0,30/06/2011
5CQ,Mental Illness,52.241758,30/06/2011
5QT,Mental Illness,59.56044,30/06/2011
R1C,Mental Illness,137.879121,30/06/2011
RBF,Mental Illness,0,30/06/2011
RTP,Mental Illness,0,30/06/2011
RVV,Mental Illness,0,30/06/2011
RWF,Mental Illness,0,30/06/2011
RX2,Mental Illness,528.054945,30/06/2011
RXC,Mental Illness,0,30/06/2011
RXH,Mental Illness,0,30/06/2011
RDR,Mental Illness,0,30/06/2011
RDU,Mental Illness,0,30/06/2011
RN7,Mental Illness,0,30/06/2011
RPA,Mental Illness,0,30/06/2011
RPC,Mental Illness,0,30/06/2011
RTK,Mental Illness,0,30/06/2011
RYQ,Mental Illness,0,30/06/2011
RYX,Mental Illness,0,30/06/2011
TAF,Mental Illness,172.494505,30/06/2011
5L3,Mental Illness,0,30/06/2011
5P5,Mental Illness,0,30/06/2011
RA2,Mental Illness,0,30/06/2011
RV5,Mental Illness,824.142857,30/06/2011
RV8,Mental Illness,0,30/06/2011
RVL,Mental Illness,0,30/06/2011
RVR,Mental Illness,0,30/06/2011
RWK,Mental Illness,574.307692,30/06/2011
RYJ,Mental Illness,0,30/06/2011
RQX,Mental Illness,0,30/06/2011
RQY,Mental Illness,442.010989,30/06/2011
RRP,Mental Illness,545.494505,30/06/2011
RRV,Mental Illness,7.472527,30/06/2011
RT3,Mental Illness,0,30/06/2011
RV3,Mental Illness,818.692308,30/06/2011
RNJ,Mental Illness,0,30/06/2011
RP4,Mental Illness,8.10989,30/06/2011
RP6,Mental Illness,0,30/06/2011
RPG,Mental Illness,409.736264,30/06/2011
RPY,Mental Illness,0,30/06/2011
RQM,Mental Illness,0,30/06/2011
RJ2,Mental Illness,0,30/06/2011
RJ6,Mental Illness,0,30/06/2011
RJ7,Mental Illness,0,30/06/2011
RKE,Mental Illness,8.703297,30/06/2011
RKL,Mental Illness,557.175824,30/06/2011
RNH,Mental Illness,0,30/06/2011
RAX,Mental Illness,0,30/06/2011
RC3,Mental Illness,0,30/06/2011
RF4,Mental Illness,0,30/06/2011
RFW,Mental Illness,0,30/06/2011
RGC,Mental Illness,0,30/06/2011
RJ1,Mental Illness,0,30/06/2011
5LD,Mental Illness,0,30/06/2011
RAL,Mental Illness,1,30/06/2011
RAN,Mental Illness,0,30/06/2011
RE9,General & Acute,336.186813,30/06/2012
RLN,General & Acute,638.241758,30/06/2012
RR7,General & Acute,410.175824,30/06/2012
RTD,General & Acute,1266.593407,30/06/2012
RTF,General & Acute,865.120879,30/06/2012
RTR,General & Acute,902.164835,30/06/2012
RJ1,Mental Illness,0,30/06/2012
RJ2,Mental Illness,0,30/06/2012
RAS,Mental Illness,0,30/06/2012
RAT,Mental Illness,229.692308,30/06/2012
RAX,Mental Illness,0,30/06/2012
RC3,Mental Illness,0,30/06/2012
RF4,Mental Illness,0,30/06/2012
RFW,Mental Illness,0,30/06/2012
RYV,Mental Illness,0,30/06/2012
NDA,Mental Illness,0,30/06/2012
R1H,Mental Illness,0,30/06/2012
RAL,Mental Illness,1.483516,30/06/2012
RAN,Mental Illness,0,30/06/2012
RAP,Mental Illness,0,30/06/2012
RWG,Mental Illness,0,30/06/2012
RWH,Mental Illness,0,30/06/2012
RWN,Mental Illness,628.164835,30/06/2012
RWR,Mental Illness,411.549451,30/06/2012
RY3,Mental Illness,0,30/06/2012
RY4,Mental Illness,0,30/06/2012
RMY,Mental Illness,472.461538,30/06/2012
RQ8,Mental Illness,0,30/06/2012
RQQ,Mental Illness,0,30/06/2012
RQW,Mental Illness,0,30/06/2012
RRD,Mental Illness,309.637363,30/06/2012
RT1,Mental Illness,259.406593,30/06/2012
RGN,Mental Illness,0,30/06/2012
RGP,Mental Illness,0,30/06/2012
RGQ,Mental Illness,0,30/06/2012
RGR,Mental Illness,0,30/06/2012
RGT,Mental Illness,0,30/06/2012
RM1,Mental Illness,0,30/06/2012
RC1,Mental Illness,0,30/06/2012
RC9,Mental Illness,0,30/06/2012
RCX,Mental Illness,0,30/06/2012
RDD,Mental Illness,0,30/06/2012
RDE,Mental Illness,0,30/06/2012
RGM,Mental Illness,0,30/06/2012
RYG,Mental Illness,268,30/06/2012
RYK,Mental Illness,147.373626,30/06/2012
RYW,Mental Illness,0,30/06/2012
TAJ,Mental Illness,145.505495,30/06/2012
5PT,Mental Illness,0,30/06/2012
RAJ,Mental Illness,0,30/06/2012
RRJ,Mental Illness,0,30/06/2012
RRK,Mental Illness,0,30/06/2012
RWP,Mental Illness,0,30/06/2012
RXK,Mental Illness,0,30/06/2012
RXT,Mental Illness,626.769231,30/06/2012
RXW,Mental Illness,0,30/06/2012
RLU,Mental Illness,0,30/06/2012
RLY,Mental Illness,153.428571,30/06/2012
RNA,Mental Illness,0,30/06/2012
RQ3,Mental Illness,36.483516,30/06/2012
RR1,Mental Illness,0,30/06/2012
RRE,Mental Illness,292.901099,30/06/2012
RJF,Mental Illness,0,30/06/2012
RKB,Mental Illness,0,30/06/2012
RL1,Mental Illness,0,30/06/2012
RL4,Mental Illness,0,30/06/2012
RLQ,Mental Illness,0,30/06/2012
RLT,Mental Illness,0,30/06/2012
R1A,Mental Illness,142.131868,30/06/2012
R1E,Mental Illness,0,30/06/2012
RBK,Mental Illness,0,30/06/2012
RJC,Mental Illness,0,30/06/2012
RJD,Mental Illness,0,30/06/2012
RJE,Mental Illness,0,30/06/2012
RWD,Mental Illness,0,30/06/2012
RWE,Mental Illness,0,30/06/2012
RX1,Mental Illness,0,30/06/2012
RXM,Mental Illness,289.703297,30/06/2012
RY5,Mental Illness,0,30/06/2012
RY8,Mental Illness,62.835165,30/06/2012
RNQ,Mental Illness,0,30/06/2012
RNS,Mental Illness,0,30/06/2012
RP1,Mental Illness,206.527473,30/06/2012
RP7,Mental Illness,210.340659,30/06/2012
RT5,Mental Illness,381.626374,30/06/2012
RTG,Mental Illness,0,30/06/2012
RY6,Mental Illness,5.714286,30/06/2012
TAD,Mental Illness,202.615385,30/06/2012
TAH,Mental Illness,222.208791,30/06/2012
RFS,Mental Illness,0,30/06/2012
RHA,Mental Illness,909.285714,30/06/2012
RK5,Mental Illness,0,30/06/2012
RV9,Mental Illness,171.626374,30/06/2012
RWA,Mental Illness,0,30/06/2012
RWY,Mental Illness,0,30/06/2012
RXE,Mental Illness,246.164835,30/06/2012
RXF,Mental Illness,0,30/06/2012
RXG,Mental Illness,387.736264,30/06/2012
RFR,Mental Illness,0,30/06/2012
RGD,Mental Illness,464.857143,30/06/2012
RHQ,Mental Illness,0,30/06/2012
RJL,Mental Illness,0,30/06/2012
RP5,Mental Illness,0,30/06/2012
RR8,Mental Illness,0,30/06/2012
RCB,Mental Illness,0,30/06/2012
RCC,Mental Illness,0,30/06/2012
RCD,Mental Illness,0,30/06/2012
RCF,Mental Illness,0,30/06/2012
RCU,Mental Illness,22.021978,30/06/2012
RFF,Mental Illness,0,30/06/2012
RXL,Mental Illness,0,30/06/2012
RXN,Mental Illness,0,30/06/2012
RXR,Mental Illness,0,30/06/2012
RXV,Mental Illness,543.703297,30/06/2012
TAE,Mental Illness,229.153846,30/06/2012
RAE,Mental Illness,0,30/06/2012
RW4,Mental Illness,360.78022,30/06/2012
RW5,Mental Illness,506.571429,30/06/2012
RW6,Mental Illness,0,30/06/2012
RWJ,Mental Illness,0,30/06/2012
RWW,Mental Illness,0,30/06/2012
RXA,Mental Illness,249.098901,30/06/2012
RRF,Mental Illness,0,30/06/2012
RT2,Mental Illness,448.67033,30/06/2012
RTV,Mental Illness,273.252747,30/06/2012
RTX,Mental Illness,0,30/06/2012
RVY,Mental Illness,0,30/06/2012
RA7,Maternity,45.455556,31/03/2019
RA9,Maternity,9.9,31/03/2019
RBA,Maternity,22.733333,31/03/2019
RBD,Maternity,11.155556,31/03/2019
RBZ,Maternity,5.833333,31/03/2019
RD1,Maternity,24.633333,31/03/2019
RYJ,Maternity,80.977778,31/03/2019
RYX,Maternity,0,31/03/2019
TAF,Maternity,0,31/03/2019
R1J,Maternity,0,31/03/2019
RA3,Maternity,0,31/03/2019
RA4,Maternity,10.344444,31/03/2019
RRP,Maternity,0,31/03/2019
RRV,Maternity,50.911111,31/03/2019
RT3,Maternity,0,31/03/2019
RV3,Maternity,0,31/03/2019
RVR,Maternity,37,31/03/2019
RWK,Maternity,0,31/03/2019
RP6,Maternity,0,31/03/2019
RPG,Maternity,0,31/03/2019
RPY,Maternity,0,31/03/2019
RQM,Maternity,83.344444,31/03/2019
RQX,Maternity,28.444444,31/03/2019
RQY,Maternity,0,31/03/2019
RJ6,Maternity,35.188889,31/03/2019
RJ7,Maternity,36.322222,31/03/2019
RJZ,Maternity,78.911111,31/03/2019
RKE,Maternity,26.888889,31/03/2019
RKL,Maternity,0,31/03/2019
RP4,Maternity,0,31/03/2019
RAS,Maternity,13.2,31/03/2019
RAT,Maternity,0,31/03/2019
RAX,Maternity,40.488889,31/03/2019
RF4,Maternity,60.944444,31/03/2019
RJ1,Maternity,45.044444,31/03/2019
RJ2,Maternity,77.233333,31/03/2019
TAJ,Maternity,0,31/03/2019
R1H,Maternity,111.122222,31/03/2019
R1K,Maternity,38.6,31/03/2019
RAL,Maternity,17.988889,31/03/2019
RAN,Maternity,0,31/03/2019
RAP,Maternity,37.477778,31/03/2019
RY5,Maternity,0,31/03/2019
RY8,Maternity,0,31/03/2019
RYG,Maternity,0,31/03/2019
RYK,Maternity,0,31/03/2019
RYV,Maternity,0,31/03/2019
RYW,Maternity,0,31/03/2019
RX1,Maternity,77.3,31/03/2019
RXK,Maternity,38.455556,31/03/2019
RXM,Maternity,0,31/03/2019
RXT,Maternity,0,31/03/2019
RXW,Maternity,19.977778,31/03/2019
RY3,Maternity,0,31/03/2019
RWD,Maternity,119.255556,31/03/2019
RWE,Maternity,27.022222,31/03/2019
RWG,Maternity,24.277778,31/03/2019
RWH,Maternity,45.844444,31/03/2019
RWP,Maternity,0,31/03/2019
RWR,Maternity,0,31/03/2019
RQW,Maternity,27.855556,31/03/2019
RRE,Maternity,0,31/03/2019
RRJ,Maternity,0,31/03/2019
RRK,Maternity,75.244444,31/03/2019
RT1,Maternity,0,31/03/2019
RTG,Maternity,59.4,31/03/2019
RNQ,Maternity,32.733333,31/03/2019
RNS,Maternity,33.755556,31/03/2019
RP1,Maternity,0,31/03/2019
RP7,Maternity,0,31/03/2019
RQ3,Maternity,68.933333,31/03/2019
RQ8,Maternity,38.244444,31/03/2019
RLQ,Maternity,9.044444,31/03/2019
RLT,Maternity,13.644444,31/03/2019
RLY,Maternity,0,31/03/2019
RM1,Maternity,35.544444,31/03/2019
RMY,Maternity,0,31/03/2019
RNA,Maternity,25.255556,31/03/2019
RW1,Learning Disabilities,5.377778,31/03/2019
RJE,Maternity,54.488889,31/03/2019
RK5,Maternity,24.311111,31/03/2019
RKB,Maternity,8.722222,31/03/2019
RL1,Maternity,0,31/03/2019
RL4,Maternity,31.011111,31/03/2019
RPA,Learning Disabilities,0,31/03/2019
RPC,Learning Disabilities,0,31/03/2019
RTH,Learning Disabilities,0,31/03/2019
RTK,Learning Disabilities,0,31/03/2019
RTP,Learning Disabilities,0,31/03/2019
RVV,Learning Disabilities,0,31/03/2019
RHM,Learning Disabilities,0,31/03/2019
RHU,Learning Disabilities,0,31/03/2019
RHW,Learning Disabilities,0,31/03/2019
RN5,Learning Disabilities,0.355556,31/03/2019
RN7,Learning Disabilities,0,31/03/2019
RNU,Learning Disabilities,8.466667,31/03/2019
RWV,Learning Disabilities,3.955556,31/03/2019
R1C,Learning Disabilities,7.722222,31/03/2019
R1F,Learning Disabilities,0,31/03/2019
RA2,Learning Disabilities,0,31/03/2019
RDR,Learning Disabilities,0,31/03/2019
RDU,Learning Disabilities,0,31/03/2019
RN3,Learning Disabilities,0,31/03/2019
RNZ,Learning Disabilities,0,31/03/2019
RTE,Learning Disabilities,0,31/03/2019
RTQ,Learning Disabilities,6.144444,31/03/2019
RVJ,Learning Disabilities,0,31/03/2019
RVN,Learning Disabilities,4.088889,31/03/2019
RDZ,Learning Disabilities,0,31/03/2019
REF,Learning Disabilities,0,31/03/2019
RH5,Learning Disabilities,0,31/03/2019
RH8,Learning Disabilities,0,31/03/2019
RJ8,Learning Disabilities,0,31/03/2019
RK9,Learning Disabilities,0,31/03/2019
RBA,Learning Disabilities,0,31/03/2019
RBD,Learning Disabilities,0,31/03/2019
RBZ,Learning Disabilities,0,31/03/2019
RD1,Learning Disabilities,0,31/03/2019
RD3,Learning Disabilities,0,31/03/2019
RDY,Learning Disabilities,0,31/03/2019
TAF,Learning Disabilities,0.144444,31/03/2019
R1J,Learning Disabilities,0,31/03/2019
RA3,Learning Disabilities,0,31/03/2019
RA4,Learning Disabilities,0,31/03/2019
RA7,Learning Disabilities,0,31/03/2019
RA9,Learning Disabilities,0,31/03/2019
RT3,Learning Disabilities,0,31/03/2019
RV3,Learning Disabilities,12.755556,31/03/2019
RVR,Learning Disabilities,0,31/03/2019
RWK,Learning Disabilities,3,31/03/2019
RYJ,Learning Disabilities,0,31/03/2019
RYX,Learning Disabilities,0,31/03/2019
RPY,Learning Disabilities,0,31/03/2019
RQM,Learning Disabilities,0,31/03/2019
RXK,Learning Disabilities,0,30/09/2020
RP1,Learning Disabilities,0,30/09/2020
RP7,Learning Disabilities,0,30/09/2020
RQ3,Learning Disabilities,0,30/09/2020
RRE,Learning Disabilities,12,30/09/2020
RRJ,Learning Disabilities,0,30/09/2020
RRK,Learning Disabilities,0,30/09/2020
RLQ,Learning Disabilities,0,30/09/2020
RLT,Learning Disabilities,0,30/09/2020
RLY,Learning Disabilities,5.826087,30/09/2020
RNA,Learning Disabilities,0,30/09/2020
RNQ,Learning Disabilities,0,30/09/2020
RNS,Learning Disabilities,0,30/09/2020
RJC,Learning Disabilities,0,30/09/2020
RJE,Learning Disabilities,0,30/09/2020
RK5,Learning Disabilities,0,30/09/2020
RKB,Learning Disabilities,0,30/09/2020
RL1,Learning Disabilities,0,30/09/2020
RL4,Learning Disabilities,0,30/09/2020
RXY,Learning Disabilities,0,30/09/2020
RYR,Learning Disabilities,0,30/09/2020
R1A,Learning Disabilities,0,30/09/2020
RBK,Learning Disabilities,0,30/09/2020
RFS,Learning Disabilities,0,30/09/2020
RHA,Learning Disabilities,54.967391,30/09/2020
RWX,Learning Disabilities,4.217391,30/09/2020
RX2,Learning Disabilities,6.293478,30/09/2020
RXC,Learning Disabilities,0,30/09/2020
RXH,Learning Disabilities,0,30/09/2020
RXQ,Learning Disabilities,0,30/09/2020
RXX,Learning Disabilities,3.065217,30/09/2020
RTH,Learning Disabilities,0,30/09/2020
RTK,Learning Disabilities,0,30/09/2020
RTP,Learning Disabilities,0,30/09/2020
RVV,Learning Disabilities,0,30/09/2020
RW1,Learning Disabilities,1.76087,30/09/2020
RWF,Learning Disabilities,0,30/09/2020
RN5,Learning Disabilities,0.445652,30/09/2020
RN7,Learning Disabilities,0,30/09/2020
RNU,Learning Disabilities,8.358696,30/09/2020
RPA,Learning Disabilities,0,30/09/2020
RPC,Learning Disabilities,0,30/09/2020
RPG,Learning Disabilities,5.608696,30/09/2020
R1F,Learning Disabilities,0,30/09/2020
RA2,Learning Disabilities,0,30/09/2020
RDU,Learning Disabilities,0,30/09/2020
RHM,Learning Disabilities,0,30/09/2020
RHU,Learning Disabilities,0,30/09/2020
RHW,Learning Disabilities,0,30/09/2020
RTE,Learning Disabilities,0,30/09/2020
RTQ,Learning Disabilities,7,30/09/2020
RVJ,Learning Disabilities,0,30/09/2020
RVN,Learning Disabilities,4.793478,30/09/2020
RWV,Learning Disabilities,4.054348,30/09/2020
R1C,Learning Disabilities,6.771739,30/09/2020
RH5,Learning Disabilities,0,30/09/2020
RH8,Learning Disabilities,0,30/09/2020
RJ8,Learning Disabilities,0,30/09/2020
RK9,Learning Disabilities,0,30/09/2020
RN3,Learning Disabilities,0,30/09/2020
RNZ,Learning Disabilities,0,30/09/2020
RBZ,Learning Disabilities,0,30/09/2020
RD1,Learning Disabilities,0,30/09/2020
RD3,Learning Disabilities,0,30/09/2020
RDY,Learning Disabilities,0,30/09/2020
RDZ,Learning Disabilities,0,30/09/2020
REF,Learning Disabilities,0,30/09/2020
RYX,Learning Disabilities,0,30/09/2020
TAF,Learning Disabilities,0,30/09/2020
RA4,Learning Disabilities,0,30/09/2020
RA7,Learning Disabilities,0,30/09/2020
RA9,Learning Disabilities,0,30/09/2020
RBD,Learning Disabilities,0,30/09/2020
RRV,Learning Disabilities,0,30/09/2020
RT3,Learning Disabilities,0,30/09/2020
RV3,Learning Disabilities,9.858696,30/09/2020
RVR,Learning Disabilities,0,30/09/2020
RWK,Learning Disabilities,0,30/09/2020
RYJ,Learning Disabilities,0,30/09/2020
RP6,Learning Disabilities,0,30/09/2020
RPY,Learning Disabilities,0,30/09/2020
RQM,Learning Disabilities,0,30/09/2020
RQX,Learning Disabilities,0,30/09/2020
RQY,Learning Disabilities,0,30/09/2020
RRP,Learning Disabilities,0,30/09/2020
RJ6,Learning Disabilities,0,30/09/2020
RJ7,Learning Disabilities,0,30/09/2020
RJZ,Learning Disabilities,0,30/09/2020
RKE,Learning Disabilities,0,30/09/2020
RKL,Learning Disabilities,0,30/09/2020
RP4,Learning Disabilities,0,30/09/2020
RAS,Learning Disabilities,0,30/09/2020
RAT,Learning Disabilities,7.304348,30/09/2020
RAX,Learning Disabilities,0,30/09/2020
RF4,Learning Disabilities,0,30/09/2020
RJ1,Learning Disabilities,0,30/09/2020
RJ2,Learning Disabilities,0,30/09/2020
TAH,General & Acute,0,30/09/2020
R1H,Learning Disabilities,0,30/09/2020
R1K,Learning Disabilities,0,30/09/2020
RAL,Learning Disabilities,0,30/09/2020
RAN,Learning Disabilities,0,30/09/2020
RAP,Learning Disabilities,0,30/09/2020
RXE,General & Acute,38.065217,30/09/2020
RXF,General & Acute,675.554348,30/09/2020
RXG,General & Acute,23.695652,30/09/2020
RXP,General & Acute,564.130435,30/09/2020
RY6,General & Acute,0,30/09/2020
TAD,General & Acute,0,30/09/2020
RV9,General & Acute,0,30/09/2020
RVW,General & Acute,397.478261,30/09/2020
RWA,General & Acute,727.532609,30/09/2020
RWY,General & Acute,449.043478,30/09/2020
RX3,General & Acute,0,30/09/2020
RX4,General & Acute,42.565217,30/09/2020
RP5,General & Acute,563,30/09/2020
RR7,General & Acute,335.913043,30/09/2020
RR8,General & Acute,1339.75,30/09/2020
RTD,General & Acute,946.652174,30/09/2020
RTF,General & Acute,569.586957,30/09/2020
RTR,General & Acute,581.521739,30/09/2020
RAP,Mental Illness,0,30/06/2011
RAS,Mental Illness,0,30/06/2011
RAT,Mental Illness,247.076923,30/06/2011
RY4,Mental Illness,0,30/06/2011
RYV,Mental Illness,0,30/06/2011
5A4,Mental Illness,0,30/06/2011
5A9,Mental Illness,0,30/06/2011
5AT,Mental Illness,0,30/06/2011
5C4,Mental Illness,0,30/06/2011
RT6,Mental Illness,125.087912,30/06/2011
RWG,Mental Illness,0,30/06/2011
RWH,Mental Illness,0,30/06/2011
RWN,Mental Illness,632.373626,30/06/2011
RWR,Mental Illness,464.714286,30/06/2011
RY3,Mental Illness,0,30/06/2011
RMY,Mental Illness,320.043956,30/06/2011
RQ8,Mental Illness,0,30/06/2011
RQQ,Mental Illness,0,30/06/2011
