Organisation_Code,Sector,Number_Of_Beds,Effective_Snapshot_Date
R1C,General & Acute,66.366667,31/03/2021
RH5,General & Acute,640.677778,31/03/2021
RH8,General & Acute,642.488889,31/03/2021
RJ8,General & Acute,71.366667,31/03/2021
RK9,General & Acute,729.522222,31/03/2021
RN3,General & Acute,466.355556,31/03/2021
RNZ,General & Acute,361.2,31/03/2021
RA9,General & Acute,260.3,31/03/2021
RBD,General & Acute,233.244444,31/03/2021
RBZ,General & Acute,216.5,31/03/2021
RD1,General & Acute,496.3,31/03/2021
RDY,General & Acute,0,31/03/2021
REF,General & Acute,543.122222,31/03/2021
RYJ,General & Acute,727.744444,31/03/2021
RYX,General & Acute,0,31/03/2021
TAF,General & Acute,0,31/03/2021
R0D,General & Acute,870.877778,31/03/2021
RA4,General & Acute,282.922222,31/03/2021
RA7,General & Acute,798.422222,31/03/2021
RQY,General & Acute,0,31/03/2021
RRP,General & Acute,0,31/03/2021
RRV,General & Acute,523.988889,31/03/2021
RV3,General & Acute,73.777778,31/03/2021
RVR,General & Acute,467.844444,31/03/2021
RWK,General & Acute,23.122222,31/03/2021
RP4,General & Acute,178.466667,31/03/2021
RP6,General & Acute,2.188889,31/03/2021
RPG,General & Acute,0,31/03/2021
RPY,General & Acute,158.377778,31/03/2021
RQM,General & Acute,547.822222,31/03/2021
RQX,General & Acute,197.222222,31/03/2021
RJ2,General & Acute,735.988889,31/03/2021
RJ6,General & Acute,398.1,31/03/2021
RJ7,General & Acute,679.466667,31/03/2021
RJZ,General & Acute,1151.122222,31/03/2021
RKE,General & Acute,202.533333,31/03/2021
RKL,General & Acute,56.411111,31/03/2021
RAP,General & Acute,403,31/03/2021
RAS,General & Acute,298.688889,31/03/2021
RAT,General & Acute,140.4,31/03/2021
RAX,General & Acute,297.777778,31/03/2021
RF4,General & Acute,790.277778,31/03/2021
RJ1,General & Acute,804.844444,31/03/2021
RXH,Maternity,53.588889,31/03/2021
RXQ,Maternity,35.9,31/03/2021
R1H,General & Acute,1468.911111,31/03/2021
R1K,General & Acute,780,31/03/2021
RAL,General & Acute,789.211111,31/03/2021
RAN,General & Acute,84.222222,31/03/2021
RVV,Maternity,37.922222,31/03/2021
RW1,Maternity,0,31/03/2021
RWF,Maternity,23.622222,31/03/2021
RWX,Maternity,0,31/03/2021
RX2,Maternity,0,31/03/2021
RXC,Maternity,16.566667,31/03/2021
RNU,Maternity,0,31/03/2021
RPA,Maternity,21.255556,31/03/2021
RPC,Maternity,0,31/03/2021
RTH,Maternity,77.066667,31/03/2021
RTK,Maternity,25.266667,31/03/2021
RTP,Maternity,25.322222,31/03/2021
RDU,Maternity,54.233333,31/03/2021
RHM,Maternity,29.411111,31/03/2021
RHU,Maternity,32.611111,31/03/2021
RHW,Maternity,26,31/03/2021
RN5,Maternity,34.944444,31/03/2021
RN7,Maternity,25.522222,31/03/2021
RVJ,Maternity,44.322222,31/03/2021
RVN,Maternity,0,31/03/2021
RWV,Maternity,0,31/03/2021
R1C,Maternity,0,31/03/2021
R1F,Maternity,5.233333,31/03/2021
RA2,Maternity,16.944444,31/03/2021
RJ8,Maternity,0,31/03/2021
RTH,General & Acute,1042.688889,31/03/2013
RW1,General & Acute,63.3,31/03/2013
RWX,General & Acute,41.2,31/03/2013
RXQ,General & Acute,676.022222,31/03/2013
5QH,General & Acute,73.777778,31/03/2013
RD7,General & Acute,514.655556,31/03/2013
RD8,General & Acute,401.566667,31/03/2013
RHM,General & Acute,976.733333,31/03/2013
RHU,General & Acute,877.666667,31/03/2013
RHW,General & Acute,593.788889,31/03/2013
RN5,General & Acute,686.655556,31/03/2013
RXX,General & Acute,0,31/03/2013
RXY,General & Acute,5.511111,31/03/2013
RYR,General & Acute,833.044444,31/03/2013
5CQ,General & Acute,0,31/03/2013
R1C,General & Acute,59.244444,31/03/2013
R1F,General & Acute,214.188889,31/03/2013
RTP,General & Acute,524.933333,31/03/2013
RVV,General & Acute,851.277778,31/03/2013
RWF,General & Acute,656.955556,31/03/2013
RX2,General & Acute,0,31/03/2013
RXC,General & Acute,667.511111,31/03/2013
RXH,General & Acute,703.633333,31/03/2013
RDR,General & Acute,123.144444,31/03/2013
RDU,General & Acute,528.4,31/03/2013
RN7,General & Acute,439.766667,31/03/2013
RPA,General & Acute,482.444444,31/03/2013
RPC,General & Acute,53,31/03/2013
RTK,General & Acute,466.9,31/03/2013
RWK,General & Acute,46.222222,31/03/2013
RYJ,General & Acute,667,31/03/2013
RYQ,General & Acute,845.4,31/03/2013
RYX,General & Acute,203.677778,31/03/2013
TAF,General & Acute,0,31/03/2013
RA2,General & Acute,415.822222,31/03/2013
RT3,General & Acute,324.188889,31/03/2013
RV3,General & Acute,69.377778,31/03/2013
RV5,General & Acute,0,31/03/2013
RV8,General & Acute,628.977778,31/03/2013
RVL,General & Acute,631.022222,31/03/2013
RVR,General & Acute,653.311111,31/03/2013
RPY,General & Acute,160.744444,31/03/2013
RQM,General & Acute,330.488889,31/03/2013
RQX,General & Acute,333.288889,31/03/2013
RQY,General & Acute,0,31/03/2013
RRP,General & Acute,0,31/03/2013
RRV,General & Acute,709.644444,31/03/2013
RJZ,General & Acute,785.177778,31/03/2013
RKE,General & Acute,233.055556,31/03/2013
RKL,General & Acute,0,31/03/2013
RP4,General & Acute,277.485556,31/03/2013
RP6,General & Acute,3.422222,31/03/2013
RPG,General & Acute,0,31/03/2013
RF4,General & Acute,945.4,31/03/2013
RFW,General & Acute,327.155556,31/03/2013
RJ1,General & Acute,837.055556,31/03/2013
RJ2,General & Acute,360.022222,31/03/2013
RJ6,General & Acute,430.9,31/03/2013
RJ7,General & Acute,822.511111,31/03/2013
RAN,General & Acute,141.122222,31/03/2013
RAP,General & Acute,292.133333,31/03/2013
RAS,General & Acute,347.122222,31/03/2013
RAT,General & Acute,122.2,31/03/2013
RAX,General & Acute,356.533333,31/03/2013
RC3,General & Acute,403.533333,31/03/2013
RWR,General & Acute,0,31/03/2013
RY3,General & Acute,102.977778,31/03/2013
RY4,General & Acute,211.444444,31/03/2013
RYV,General & Acute,60.455556,31/03/2013
R1H,General & Acute,1662.633333,31/03/2013
RAL,General & Acute,441.255556,31/03/2013
RQW,General & Acute,393.577778,31/03/2013
RRD,General & Acute,0,31/03/2013
RT1,General & Acute,0,31/03/2013
RWG,General & Acute,595.966667,31/03/2013
RWH,General & Acute,592.588889,31/03/2013
RWN,General & Acute,78.233333,31/03/2013
RGR,General & Acute,373.188889,31/03/2013
RGT,General & Acute,856.9,31/03/2013
RM1,General & Acute,872.755556,31/03/2013
RMY,General & Acute,0,31/03/2013
RQ8,General & Acute,465.355556,31/03/2013
RQQ,General & Acute,208.633333,31/03/2013
RDD,General & Acute,594.366667,31/03/2013
RDE,General & Acute,546.444444,31/03/2013
RGM,General & Acute,202.533333,31/03/2013
RGN,General & Acute,517.555556,31/03/2013
RGP,General & Acute,356.388889,31/03/2013
RGQ,General & Acute,496.433333,31/03/2013
RYW,General & Acute,224.755556,31/03/2013
TAJ,General & Acute,0,31/03/2013
RAJ,General & Acute,512.755556,31/03/2013
RC1,General & Acute,338.933333,31/03/2013
RC9,General & Acute,509.544444,31/03/2013
RCX,General & Acute,412.711111,31/03/2013
RWP,General & Acute,752.4,31/03/2013
RXK,General & Acute,667.111111,31/03/2013
RXT,General & Acute,0,31/03/2013
RXW,General & Acute,678.288889,31/03/2013
RYG,General & Acute,0,31/03/2013
RYK,General & Acute,0,31/03/2013
RNA,General & Acute,626.011111,31/03/2013
RQ3,General & Acute,200.711111,31/03/2013
RR1,General & Acute,1364.444444,31/03/2013
RRE,General & Acute,0,31/03/2013
RRJ,General & Acute,84.311111,31/03/2013
RRK,General & Acute,1000.733333,31/03/2013
RL1,General & Acute,144.444444,31/03/2013
RL4,General & Acute,717.9,31/03/2013
RLQ,General & Acute,219.711111,31/03/2013
RLT,General & Acute,279.388889,31/03/2013
RLU,General & Acute,12.811111,31/03/2013
RLY,General & Acute,0,31/03/2013
RBK,General & Acute,419.633333,31/03/2013
RJC,General & Acute,497.033333,31/03/2013
RJD,General & Acute,311.844444,31/03/2013
RJE,General & Acute,926.211111,31/03/2013
RJF,General & Acute,424.488889,31/03/2013
RKB,General & Acute,1023.533333,31/03/2013
RX1,General & Acute,1379.4,31/03/2013
RXM,General & Acute,0,31/03/2013
RY5,General & Acute,53.411111,31/03/2013
RY8,General & Acute,41,31/03/2013
R1A,General & Acute,79.155556,31/03/2013
R1E,General & Acute,280.988889,31/03/2013
RP1,General & Acute,37.522222,31/03/2013
RP7,General & Acute,0,31/03/2013
RK9,Maternity,27.811111,31/03/2021
RN3,Maternity,18.811111,31/03/2021
RNZ,Maternity,13.955556,31/03/2021
RTE,Maternity,14,31/03/2021
RTQ,Maternity,0,31/03/2021
RBZ,Maternity,5.688889,31/03/2021
RD1,Maternity,25.955556,31/03/2021
RDY,Maternity,0,31/03/2021
REF,Maternity,24,31/03/2021
RH5,Maternity,20.6,31/03/2021
RH8,Maternity,23.033333,31/03/2021
RXF,Mental Illness,0,31/03/2021
RXG,Mental Illness,329.322222,31/03/2021
RXP,Mental Illness,0,31/03/2021
RY6,Mental Illness,5.944444,31/03/2021
TAD,Mental Illness,159.522222,31/03/2021
TAH,Mental Illness,126.566667,31/03/2021
RVW,Mental Illness,0,31/03/2021
RWA,Mental Illness,0,31/03/2021
RWY,Mental Illness,0,31/03/2021
RX3,Mental Illness,533.077778,31/03/2021
RX4,Mental Illness,555,31/03/2021
RXE,Mental Illness,182,31/03/2021
RR7,Mental Illness,14.333333,31/03/2021
RR8,Mental Illness,0,31/03/2021
RTD,Mental Illness,0,31/03/2021
RTF,Mental Illness,14.277778,31/03/2021
RTR,Mental Illness,0,31/03/2021
RV9,Mental Illness,130.688889,31/03/2021
RFR,Mental Illness,0,31/03/2021
RGD,Mental Illness,299.755556,31/03/2021
RHQ,Mental Illness,0,31/03/2021
RJL,Mental Illness,0,31/03/2021
RNN,Mental Illness,0,31/03/2021
RP5,Mental Illness,0,31/03/2021
RAE,Mental Illness,0,31/03/2021
RCB,Mental Illness,0,31/03/2021
RCD,Mental Illness,0,31/03/2021
RCF,Mental Illness,0,31/03/2021
RCU,Mental Illness,11.811111,31/03/2021
RFF,Mental Illness,0,31/03/2021
RWW,Mental Illness,0,31/03/2021
RXA,Mental Illness,252.722222,31/03/2021
RXL,Mental Illness,0,31/03/2021
RXN,Mental Illness,0,31/03/2021
RXR,Mental Illness,0,31/03/2021
R0B,Mental Illness,0,31/03/2021
RTX,Mental Illness,0,31/03/2021
RVY,Mental Illness,0,31/03/2021
RW4,Mental Illness,496.877778,31/03/2021
RW5,Mental Illness,504.055556,31/03/2021
RW6,Mental Illness,0,31/03/2021
RWJ,Mental Illness,0,31/03/2021
RM3,Mental Illness,0,31/03/2021
RMC,Mental Illness,0,31/03/2021
RMP,Mental Illness,0,31/03/2021
RRF,Mental Illness,0,31/03/2021
RT2,Mental Illness,430.088889,31/03/2021
RTV,Mental Illness,236.922222,31/03/2021
REM,Mental Illness,0,31/03/2021
REN,Mental Illness,0,31/03/2021
REP,Mental Illness,0,31/03/2021
RET,Mental Illness,0,31/03/2021
RJN,Mental Illness,0,31/03/2021
RJR,Mental Illness,0,31/03/2021
RBL,Mental Illness,0,31/03/2021
RBN,Mental Illness,0,31/03/2021
RBQ,Mental Illness,0,31/03/2021
RBS,Mental Illness,5.922222,31/03/2021
RBT,Mental Illness,0,31/03/2021
RBV,Mental Illness,0,31/03/2021
RT1,Mental Illness,169.044444,31/03/2021
RWG,Mental Illness,0,31/03/2021
RWH,Mental Illness,0,31/03/2021
RWR,Mental Illness,285.066667,31/03/2021
RY3,Mental Illness,0,31/03/2021
R0A,Mental Illness,10.388889,31/03/2021
RGP,Mental Illness,0,31/03/2021
RGR,Mental Illness,0,31/03/2021
RGT,Mental Illness,0,31/03/2021
RM1,Mental Illness,0,31/03/2021
RMY,Mental Illness,364.733333,31/03/2021
RQW,Mental Illness,0,31/03/2021
RC9,Mental Illness,0,31/03/2021
RCX,Mental Illness,0,31/03/2021
RD8,Mental Illness,0,31/03/2021
RDE,Mental Illness,0,31/03/2021
RGM,Mental Illness,0,31/03/2021
RGN,Mental Illness,0,31/03/2021
RY8,Mental Illness,14.066667,31/03/2021
RYG,Mental Illness,186.144444,31/03/2021
RYW,Mental Illness,0,31/03/2021
TAJ,Mental Illness,202.688889,31/03/2021
R1L,Mental Illness,354.622222,31/03/2021
RAJ,Mental Illness,0,31/03/2021
RX1,Mental Illness,0,31/03/2021
RXK,Mental Illness,0,31/03/2021
RXM,Mental Illness,169.877778,31/03/2021
RXT,Mental Illness,604.155556,31/03/2021
RXW,Mental Illness,0,31/03/2021
RY5,Mental Illness,0,31/03/2021
RRJ,Mental Illness,0,31/03/2021
RRK,Mental Illness,0,31/03/2021
RTG,Mental Illness,0,31/03/2021
RWD,Mental Illness,0,31/03/2021
RWE,Mental Illness,0,31/03/2021
RWP,Mental Illness,0,31/03/2021
RNQ,Mental Illness,0,31/03/2021
RNS,Mental Illness,0,31/03/2021
RP1,Mental Illness,192.388889,31/03/2021
RP7,Mental Illness,143,31/03/2021
RQ3,Mental Illness,21.877778,31/03/2021
RRE,Mental Illness,245.811111,31/03/2021
RL1,Mental Illness,0,31/03/2021
RL4,Mental Illness,0,31/03/2021
RLQ,Mental Illness,0,31/03/2021
RLT,Mental Illness,0,31/03/2021
RLY,Mental Illness,123.444444,31/03/2021
RNA,Mental Illness,0,31/03/2021
RFS,Mental Illness,0,31/03/2021
RHA,Mental Illness,784.466667,31/03/2021
RJC,Mental Illness,0,31/03/2021
RJE,Mental Illness,0,31/03/2021
RK5,Mental Illness,0,31/03/2021
RKB,Mental Illness,0,31/03/2021
RXQ,Mental Illness,0,31/03/2021
RXX,Mental Illness,146,31/03/2021
RXY,Mental Illness,385.2,31/03/2021
RXM,Mental Illness,191.130435,31/12/2021
RP7,Mental Illness,154.434783,31/12/2021
RQ3,Mental Illness,15.630435,31/12/2021
RRE,Mental Illness,257.76087,31/12/2021
RRJ,Mental Illness,0,31/12/2021
RRK,Mental Illness,0,31/12/2021
RTG,Mental Illness,0,31/12/2021
RLT,Mental Illness,0,31/12/2021
RLY,Mental Illness,121.119565,31/12/2021
RNA,Mental Illness,0,31/12/2021
RNQ,Mental Illness,0,31/12/2021
RNS,Mental Illness,0,31/12/2021
RP1,Mental Illness,185.184783,31/12/2021
RJE,Mental Illness,0,31/12/2021
RK5,Mental Illness,0,31/12/2021
RKB,Mental Illness,0,31/12/2021
RL1,Mental Illness,0,31/12/2021
RL4,Mental Illness,0,31/12/2021
RLQ,Mental Illness,0,31/12/2021
RYR,Mental Illness,0,31/12/2021
R1A,Mental Illness,136.804348,31/12/2021
RBK,Mental Illness,0,31/12/2021
RFS,Mental Illness,0,31/12/2021
RHA,Mental Illness,761.695652,31/12/2021
RJC,Mental Illness,0,31/12/2021
RWX,Mental Illness,120.086957,31/12/2021
RX2,Mental Illness,526.25,31/12/2021
RXC,Mental Illness,0,31/12/2021
RXQ,Mental Illness,0,31/12/2021
RXX,Mental Illness,161.065217,31/12/2021
RXY,Mental Illness,381.23913,31/12/2021
RTH,Mental Illness,0,31/12/2021
RTK,Mental Illness,0,31/12/2021
RTP,Mental Illness,0,31/12/2021
RVV,Mental Illness,0,31/12/2021
RW1,Mental Illness,343.619565,31/12/2021
RWF,Mental Illness,0,31/12/2021
RHW,Mental Illness,0,31/12/2021
RN5,Mental Illness,0,31/12/2021
RN7,Mental Illness,0,31/12/2021
RNU,Mental Illness,320.184783,31/12/2021
RPA,Mental Illness,0,31/12/2021
RPC,Mental Illness,0,31/12/2021
R1C,Mental Illness,31.641304,31/12/2021
R1F,Mental Illness,29.826087,31/12/2021
RA2,Mental Illness,0,31/12/2021
RDU,Mental Illness,0,31/12/2021
RHM,Mental Illness,0,31/12/2021
RHU,Mental Illness,0,31/12/2021
RNZ,Mental Illness,0,31/12/2021
RTE,Mental Illness,0,31/12/2021
RTQ,Mental Illness,146.217391,31/12/2021
RVJ,Mental Illness,0.815217,31/12/2021
RVN,Mental Illness,428.141304,31/12/2021
RWV,Mental Illness,236.597826,31/12/2021
REF,Mental Illness,0,31/12/2021
RH5,Mental Illness,118.630435,31/12/2021
RH8,Mental Illness,0,31/12/2021
RJ8,Mental Illness,110.934783,31/12/2021
RK9,Mental Illness,0,31/12/2021
RN3,Mental Illness,0,31/12/2021
RA7,Mental Illness,0,31/12/2021
RA9,Mental Illness,0,31/12/2021
RBD,Mental Illness,0,31/12/2021
RBZ,Mental Illness,0,31/12/2021
RD1,Mental Illness,0,31/12/2021
RDY,Mental Illness,164.554348,31/12/2021
RWK,Mental Illness,760.695652,31/12/2021
RYJ,Mental Illness,0,31/12/2021
RYX,Mental Illness,0,31/12/2021
TAF,Mental Illness,177.380435,31/12/2021
R0D,Mental Illness,0,31/12/2021
RA4,Mental Illness,0,31/12/2021
RQX,Mental Illness,0,31/12/2021
RQY,Mental Illness,321.065217,31/12/2021
RRP,Mental Illness,505.630435,31/12/2021
RRV,Mental Illness,6.576087,31/12/2021
RV3,Mental Illness,558.097826,31/12/2021
RVR,Mental Illness,0,31/12/2021
RKL,Mental Illness,599.26087,31/12/2021
RP4,Mental Illness,7.152174,31/12/2021
RP6,Mental Illness,0,31/12/2021
RPG,Mental Illness,303.76087,31/12/2021
RPY,Mental Illness,0,31/12/2021
RQM,Mental Illness,0,31/12/2021
RJ1,Mental Illness,0,31/12/2021
RJ2,Mental Illness,0,31/12/2021
RJ6,Mental Illness,0,31/12/2021
RJ7,Mental Illness,0,31/12/2021
RJZ,Mental Illness,0,31/12/2021
RKE,Mental Illness,10.065217,31/12/2021
RAN,Mental Illness,0,31/12/2021
RAP,Mental Illness,0,31/12/2021
RAS,Mental Illness,0,31/12/2021
RAT,Mental Illness,134.565217,31/12/2021
RAX,Mental Illness,0,31/12/2021
RF4,Mental Illness,0,31/12/2021
RY6,Maternity,0,31/12/2021
TAD,Maternity,0,31/12/2021
TAH,Maternity,0,31/12/2021
R1H,Mental Illness,0,31/12/2021
R1K,Mental Illness,0,31/12/2021
RAL,Mental Illness,0.206522,31/12/2021
RX3,Maternity,0,31/12/2021
RX4,Maternity,0,31/12/2021
RXE,Maternity,0,31/12/2021
RXF,Maternity,38.163043,31/12/2021
RXG,Maternity,0,31/12/2021
RXP,Maternity,32.543478,31/12/2021
RTF,Maternity,23.206522,31/12/2021
RTR,Maternity,23.673913,31/12/2021
RV9,Maternity,0,31/12/2021
RVW,Maternity,10.565217,31/12/2021
RWA,Maternity,33.271739,31/12/2021
RWY,Maternity,28.195652,31/12/2021
RJL,Maternity,26.402174,31/12/2021
RNN,Maternity,18.771739,31/12/2021
RP5,Maternity,34.75,31/12/2021
RR7,Maternity,12.380435,31/12/2021
RR8,Maternity,55.793478,31/12/2021
RTD,Maternity,41.98913,31/12/2021
RCF,Maternity,8.804348,31/12/2021
RCU,Maternity,0,31/12/2021
RFF,Maternity,19.75,31/12/2021
RFR,Maternity,21.978261,31/12/2021
RGD,Maternity,0,31/12/2021
RHQ,Maternity,43.021739,31/12/2021
RXR,Maternity,37.336957,31/12/2021
RXV,Maternity,0,31/12/2021
R0B,Maternity,18.543478,31/12/2021
RAE,Maternity,51.130435,31/12/2021
RT5,General & Acute,0,31/03/2013
RTG,General & Acute,842.388889,31/03/2013
RWD,General & Acute,1026.455556,31/03/2013
RWE,General & Acute,1386.477778,31/03/2013
TAH,General & Acute,0,31/03/2013
RFS,General & Acute,551.933333,31/03/2013
RHA,General & Acute,77.544444,31/03/2013
RK5,General & Acute,684.7,31/03/2013
RNQ,General & Acute,500.766667,31/03/2013
RNS,General & Acute,682.666667,31/03/2013
RWY,General & Acute,702.211111,31/03/2013
RXE,General & Acute,78.466667,31/03/2013
RXF,General & Acute,905.644444,31/03/2013
RXG,General & Acute,71.677778,31/03/2013
RY6,General & Acute,28.255556,31/03/2013
TAD,General & Acute,0,31/03/2013
RHQ,General & Acute,1620.6,31/03/2013
RJL,General & Acute,615.122222,31/03/2013
RP5,General & Acute,804.555556,31/03/2013
RR8,General & Acute,1523.088889,31/03/2013
RV9,General & Acute,0,31/03/2013
RWA,General & Acute,1008.322222,31/03/2013
RNZ,Mental Illness,0,31/03/2013
RTE,Mental Illness,0,31/03/2013
RTQ,Mental Illness,196.922222,31/03/2013
RVJ,Mental Illness,12.455556,31/03/2013
RVN,Mental Illness,472.788889,31/03/2013
RWV,Mental Illness,246.166667,31/03/2013
REF,Mental Illness,0,31/03/2013
RH5,Mental Illness,150.477778,31/03/2013
RH8,Mental Illness,0,31/03/2013
RJ8,Mental Illness,116.9,31/03/2013
RK9,Mental Illness,0,31/03/2013
RN3,Mental Illness,0,31/03/2013
RBD,Mental Illness,0,31/03/2013
RBZ,Mental Illness,0,31/03/2013
RD1,Mental Illness,0,31/03/2013
RD3,Mental Illness,0,31/03/2013
RDY,Mental Illness,65.266667,31/03/2013
RDZ,Mental Illness,0,31/03/2013
RA3,Mental Illness,0,31/03/2013
RA4,Mental Illness,0,31/03/2013
RA7,Mental Illness,0,31/03/2013
RA9,Mental Illness,0,31/03/2013
RBA,Mental Illness,0,31/03/2013
RBB,Mental Illness,0,31/03/2013
RNU,Mental Illness,435.344444,31/03/2013
RTH,Mental Illness,0,31/03/2013
RW1,Mental Illness,426.555556,31/03/2013
RWX,Mental Illness,155.222222,31/03/2013
RXQ,Mental Illness,0,31/03/2013
5QH,Mental Illness,0,31/03/2013
RD7,Mental Illness,0,31/03/2013
RD8,Mental Illness,0,31/03/2013
RHM,Mental Illness,0,31/03/2013
RHU,Mental Illness,0,31/03/2013
RHW,Mental Illness,0,31/03/2013
RN5,Mental Illness,0,31/03/2013
RXX,Mental Illness,261.722222,31/03/2013
RXY,Mental Illness,486.6,31/03/2013
RYR,Mental Illness,0,31/03/2013
5CQ,Mental Illness,53.3,31/03/2013
R1C,Mental Illness,87.055556,31/03/2013
R1F,Mental Illness,47.766667,31/03/2013
RTP,Mental Illness,0,31/03/2013
RVV,Mental Illness,0,31/03/2013
RWF,Mental Illness,0,31/03/2013
RX2,Mental Illness,547.9,31/03/2013
RXC,Mental Illness,0,31/03/2013
RXH,Mental Illness,0,31/03/2013
RDR,Mental Illness,0,31/03/2013
RDU,Mental Illness,0,31/03/2013
RN7,Mental Illness,0,31/03/2013
RPA,Mental Illness,0,31/03/2013
RPC,Mental Illness,0,31/03/2013
RTK,Mental Illness,0,31/03/2013
RWK,Mental Illness,590.966667,31/03/2013
RYJ,Mental Illness,0,31/03/2013
RYQ,Mental Illness,0,31/03/2013
RYX,Mental Illness,0,31/03/2013
TAF,Mental Illness,173.966667,31/03/2013
RA2,Mental Illness,0,31/03/2013
RT3,Mental Illness,0,31/03/2013
RV3,Mental Illness,751.744444,31/03/2013
RV5,Mental Illness,777.811111,31/03/2013
RV8,Mental Illness,0,31/03/2013
RVL,Mental Illness,0,31/03/2013
RVR,Mental Illness,0,31/03/2013
RPY,Mental Illness,0,31/03/2013
RQM,Mental Illness,0,31/03/2013
RQX,Mental Illness,0,31/03/2013
RQY,Mental Illness,361.933333,31/03/2013
RRP,Mental Illness,459.911111,31/03/2013
RRV,Mental Illness,7.622222,31/03/2013
RJZ,Mental Illness,0,31/03/2013
RKE,Mental Illness,9.144444,31/03/2013
RKL,Mental Illness,689.088889,31/03/2013
RP4,Mental Illness,8.688889,31/03/2013
RP6,Mental Illness,0,31/03/2013
RPG,Mental Illness,410.922222,31/03/2013
RF4,Mental Illness,0,31/03/2013
RFW,Mental Illness,0,31/03/2013
RJ1,Mental Illness,0,31/03/2013
RJ2,Mental Illness,0,31/03/2013
RJ6,Mental Illness,0,31/03/2013
RJ7,Mental Illness,0,31/03/2013
RAN,Mental Illness,0,31/03/2013
RAP,Mental Illness,0,31/03/2013
RAS,Mental Illness,0,31/03/2013
RAT,Mental Illness,222.366667,31/03/2013
RAX,Mental Illness,0,31/03/2013
RC3,Mental Illness,0,31/03/2013
RWR,Mental Illness,415.411111,31/03/2013
RY3,Mental Illness,0,31/03/2013
RY4,Mental Illness,0,31/03/2013
RYV,Mental Illness,0,31/03/2013
R1H,Mental Illness,0,31/03/2013
RAL,Mental Illness,1.877778,31/03/2013
RQW,Mental Illness,0,31/03/2013
RRD,Mental Illness,324.8,31/03/2013
RT1,Mental Illness,243,31/03/2013
RWG,Mental Illness,0,31/03/2013
RWH,Mental Illness,0,31/03/2013
RWN,Mental Illness,610.188889,31/03/2013
RGR,Mental Illness,0,31/03/2013
RGT,Mental Illness,0,31/03/2013
RM1,Mental Illness,0,31/03/2013
RCB,Maternity,31.913043,31/12/2021
RCD,Maternity,12.043478,31/12/2021
RW5,Maternity,0,31/12/2021
RWJ,Maternity,24.51087,31/12/2021
RWW,Maternity,21.717391,31/12/2021
RXA,Maternity,0,31/12/2021
RXL,Maternity,20.478261,31/12/2021
RXN,Maternity,34.706522,31/12/2021
RMP,Maternity,18.902174,31/12/2021
RRF,Maternity,13.934783,31/12/2021
RT2,Maternity,0,31/12/2021
RTX,Maternity,17.956522,31/12/2021
RVY,Maternity,12.076087,31/12/2021
RW4,Maternity,0,31/12/2021
REP,Maternity,61.956522,31/12/2021
RET,Maternity,0,31/12/2021
RJN,Maternity,0,31/12/2021
RJR,Maternity,21.130435,31/12/2021
RM3,Maternity,47.065217,31/12/2021
RMC,Maternity,51.228261,31/12/2021
RBQ,Maternity,0,31/12/2021
RBS,Maternity,0,31/12/2021
RBT,Maternity,20.5,31/12/2021
RBV,Maternity,0,31/12/2021
REM,Maternity,0,31/12/2021
REN,Maternity,0,31/12/2021
RWH,Maternity,51.467391,31/12/2021
RWR,Maternity,0,31/12/2021
RY3,Maternity,0,31/12/2021
R0A,Maternity,134.695652,31/12/2021
RBL,Maternity,19.597826,31/12/2021
RBN,Maternity,24.163043,31/12/2021
RGT,Maternity,41.217391,31/12/2021
RM1,Maternity,35.206522,31/12/2021
RMY,Maternity,0,31/12/2021
RQW,Maternity,29.402174,31/12/2021
RT1,Maternity,0,31/12/2021
RWG,Maternity,23.293478,31/12/2021
RD8,Maternity,32.521739,31/12/2021
RDE,Maternity,40.217391,31/12/2021
RGM,Maternity,0,31/12/2021
RGN,Maternity,45.836957,31/12/2021
RGP,Maternity,13.51087,31/12/2021
RGR,Maternity,10.336957,31/12/2021
RYW,Maternity,0,31/12/2021
TAJ,Maternity,0,31/12/2021
R1L,Maternity,0,31/12/2021
RAJ,Maternity,84.141304,31/12/2021
RC9,Maternity,77.782609,31/12/2021
RCX,Maternity,16.48913,31/12/2021
RXM,Maternity,0,31/12/2021
RXT,Maternity,0,31/12/2021
RXW,Maternity,22.054348,31/12/2021
RY5,Maternity,0,31/12/2021
RY8,Maternity,0,31/12/2021
RYG,Maternity,0,31/12/2021
RTG,Maternity,58.184783,31/12/2021
RWD,Maternity,109.402174,31/12/2021
RWE,Maternity,77.380435,31/12/2021
RWP,Maternity,40.836957,31/12/2021
RX1,Maternity,75.619565,31/12/2021
RXK,Maternity,40.054348,31/12/2021
RP1,Maternity,0,31/12/2021
RP7,Maternity,0,31/12/2021
RQ3,Maternity,71.380435,31/12/2021
RRE,Maternity,0,31/12/2021
RRJ,Maternity,0,31/12/2021
RRK,Maternity,122.771739,31/12/2021
RLQ,Maternity,9.032609,31/12/2021
RLT,Maternity,14.445652,31/12/2021
RLY,Maternity,0,31/12/2021
RNA,Maternity,28.173913,31/12/2021
RNQ,Maternity,27.934783,31/12/2021
RNS,Maternity,36.293478,31/12/2021
RJC,Maternity,35.793478,31/12/2021
RJE,Maternity,49.641304,31/12/2021
RK5,Maternity,26.815217,31/12/2021
RKB,Maternity,9.434783,31/12/2021
RL1,Maternity,0,31/12/2021
RL4,Maternity,36.26087,31/12/2021
